Date,Sample,Time.bottom,Time.end,Depth,BOSS#,Raw.hdd.number,Con.hdd.number,Latitude,Longitude,Comment,Forwards.habitat.image.exported,Downwards.habitat.image.exported,Site,Location,Status,Observer,Successful.count,Successful.length,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
20210305,231,14:20:02,14:25,15.3,BOSS2,RAW2,CON1,-33.4895,115.4519,,Top,Y,,Geographe,,,,,Scallops,,,,,,
20210305,183,14:30:09,14:35,13.8,BOSS2,RAW2,CON1,-33.4888,115.4564,,Top,Y,,Geographe,,,,,,,,,,,
20210305,134,14:39:21,14:45,13.1,BOSS2,RAW2,CON1,-33.497,115.4527,,Top,Y,,Geographe,,,,,,,,,,,
20210305,187,14:50:09,14:55,14.4,BOSS2,RAW2,CON1,-33.495,115.4374,,Top,Y,,Geographe,,,,,,,,,,,
20210305,248,15:00:00,15:05,13.9,BOSS2,RAW2,CON1,-33.5017,115.4446,,Top,Y,,Geographe,,,,,,,,,,,
20210305,113,15:09:20,15:15,14.8,BOSS2,RAW2,CON1,-33.5025,115.4384,,Top,Y,,Geographe,,,,,,,,,,,
20210305,195,15:20:05,15:25,14,BOSS2,RAW2,CON1,-33.5032,115.4278,,Top,Y,,Geographe,,,,,,,,,,,
20210305,226,15:28:43,15:34,15.1,BOSS2,RAW2,CON1,-33.5062,115.4327,,Top,Y,,Geographe,,,,,,,,,,,
20210305,171,15:38:30,15:44,13.2,BOSS2,RAW2,CON1,-33.5091,115.4419,,Top,Y,,Geographe,,,,,,,,,,,
20210305,151,15:49:34,15:55,13.2,BOSS2,RAW2,CON1,-33.5174,115.4299,,Top,Y,,Geographe,,,,,,,,,,,
20210305,165,15:59:50,16:05,14.4,BOSS2,RAW2,CON1,-33.5258,115.4266,,Top,Y,,Geographe,,,,,,,,,,,
