Filename,Frame,Time (mins),Image row,Image col,Date,Location,Site #,Transect #,Latitude,Longitude,Rugosity,Depth,Collector,Fishing status,Spare,Spare,C1,C2,C3,C4,AMC,FOV,Relief,,Radius %
Z_129.jpg,Z_129,,995,426,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,74.1
Z_129.jpg,Z_129,,809,344,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,80.6
Z_129.jpg,Z_129,,1031,560,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,67.3
Z_129.jpg,Z_129,,1017,1604,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,22.3
Z_129.jpg,Z_129,,1055,523,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,68.8
Z_129.jpg,Z_129,,1030,2217,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,22.7
Z_129.jpg,Z_129,,598,3631,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,92.7
Z_129.jpg,Z_129,,818,3213,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,69.7
Z_129.jpg,Z_129,,616,2657,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,52.2
Z_129.jpg,Z_129,,736,3219,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,71.6
Z_129.jpg,Z_129,,924,3386,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,75.9
Z_129.jpg,Z_129,,854,2627,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,43.6
Z_129.jpg,Z_129,,1034,3662,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,87.8
Z_129.jpg,Z_129,,842,3398,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,77.7
Z_129.jpg,Z_129,,707,3295,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,75.6
Z_129.jpg,Z_129,,795,3718,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,93.3
Z_129.jpg,Z_129,,975,2299,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,27.5
Z_129.jpg,Z_129,,815,3661,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,90.4
Z_129.jpg,Z_129,,800,2326,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,34.7
Z_129.jpg,Z_129,,1073,2285,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,23.8
Z_129.jpg,Z_129,,1046,2370,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,27.9
Z_129.jpg,Z_129,,926,3718,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,91.6
Z_129.jpg,Z_129,,678,2316,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,39.4
Z_129.jpg,Z_129,,625,2147,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,38.3
Z_129.jpg,Z_129,,603,3228,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,75
Z_129.jpg,Z_129,,2135,3793,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,100
Z_129.jpg,Z_129,,2096,2979,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,63.8
Z_129.jpg,Z_129,,2068,3535,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,87.1
Z_129.jpg,Z_129,,1674,2747,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,44.2
Z_129.jpg,Z_129,,1824,3391,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,76.4
Z_129.jpg,Z_129,,2088,2261,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,39.5
Z_129.jpg,Z_129,,1901,2040,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,27
Z_129.jpg,Z_129,,1904,3663,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,90.3
Z_129.jpg,Z_129,,1822,2594,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,40.7
Z_129.jpg,Z_129,,2018,3440,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,81.8
Z_129.jpg,Z_129,,1788,3107,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,62.6
Z_129.jpg,Z_129,,2112,2442,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,45.1
Z_129.jpg,Z_129,,2084,3692,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,94.5
Z_129.jpg,Z_129,,1821,2043,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,23.3
Z_129.jpg,Z_129,,2054,2767,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,54.2
Z_129.jpg,Z_129,,1658,3099,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,60.5
Z_129.jpg,Z_129,,1758,3377,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,74.8
Z_129.jpg,Z_129,,1692,2551,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.7
Z_129.jpg,Z_129,,1774,2112,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,22.5
Z_129.jpg,Z_129,,2002,2460,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,41.5
Z_129.jpg,Z_129,,1639,685,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,60.7
Z_129.jpg,Z_129,,2077,471,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,77.8
Z_129.jpg,Z_129,,1792,1303,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,35.6
Z_129.jpg,Z_129,,1659,290,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,79.8
Z_129.jpg,Z_129,,1924,1079,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,48.3
Z_129.jpg,Z_129,,1984,1284,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,42.5
Z_129.jpg,Z_129,,1977,21,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,96.3
Z_129.jpg,Z_129,,1818,1837,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,22.3
Z_129.jpg,Z_129,,1879,636,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,66.5
Z_129.jpg,Z_129,,1653,917,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,49.8
Z_129.jpg,Z_129,,1971,511,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,73.8
Z_129.jpg,Z_129,,1844,421,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,75.8
Z_129.jpg,Z_129,,2088,492,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,77.1
Z_129.jpg,Z_129,,1855,1095,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,45.9
Z_129.jpg,Z_129,,1625,873,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,51.6
Z_129.jpg,Z_129,,1971,1159,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,46.6
Z_129.jpg,Z_129,,2084,921,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,59.2
Z_129.jpg,Z_129,,1841,70,,,Z_129,Z_129,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,92.2
Z_129.jpg,Z_129,,1881,818,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,58.4
Z_129.jpg,Z_129,,1922,1291,,,Z_129,Z_129,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,40.2
Z_13.jpg,Z_13,,778,1124,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,46.8
Z_13.jpg,Z_13,,1076,1514,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,22.4
Z_13.jpg,Z_13,,1034,382,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,76.6
Z_13.jpg,Z_13,,643,1829,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,33.7
Z_13.jpg,Z_13,,674,350,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,83.3
Z_13.jpg,Z_13,,545,41,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,100
Z_13.jpg,Z_13,,588,1898,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,36.3
Z_13.jpg,Z_13,,1026,1015,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,46.1
Z_13.jpg,Z_13,,732,1040,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,51.6
Z_13.jpg,Z_13,,936,398,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,76.9
Z_13.jpg,Z_13,,701,1099,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,50.1
Z_13.jpg,Z_13,,861,786,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,59.7
Z_13.jpg,Z_13,,1061,1649,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,17.6
Z_13.jpg,Z_13,,608,735,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,67.7
Z_13.jpg,Z_13,,773,1627,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,30.1
Z_13.jpg,Z_13,,562,257,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,89.8
Z_13.jpg,Z_13,,965,1347,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,32.4
Z_13.jpg,Z_13,,1078,341,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,78.3
Z_13.jpg,Z_13,,637,630,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,71.5
Z_13.jpg,Z_13,,790,1841,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,26.3
Z_13.jpg,Z_13,,695,2725,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,51.7
Z_13.jpg,Z_13,,954,2104,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,20.9
Z_13.jpg,Z_13,,745,1954,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,28.6
Z_13.jpg,Z_13,,733,3342,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,77.8
Z_13.jpg,Z_13,,911,3262,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,71.1
Z_13.jpg,Z_13,,612,2803,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,57.3
Z_13.jpg,Z_13,,569,2044,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,38
Z_13.jpg,Z_13,,698,2604,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,46.9
Z_13.jpg,Z_13,,643,2763,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,54.8
Z_13.jpg,Z_13,,822,3224,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,70.7
Z_13.jpg,Z_13,,910,3736,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,94
Z_13.jpg,Z_13,,856,2568,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,40.7
Z_13.jpg,Z_13,,803,2629,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,44.7
Z_13.jpg,Z_13,,1001,2083,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,18.3
Z_13.jpg,Z_13,,1076,2232,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,20.7
Z_13.jpg,Z_13,,650,3710,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,96.4
Z_13.jpg,Z_13,,726,2685,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,49.2
Z_13.jpg,Z_13,,642,3500,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,86.8
Z_13.jpg,Z_13,,646,3641,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,93.2
Z_13.jpg,Z_13,,1011,1975,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,15.7
Z_13.jpg,Z_13,,1829,3501,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,84.1
Z_13.jpg,Z_13,,1774,2429,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.1
Z_13.jpg,Z_13,,1999,3405,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,82.6
Z_13.jpg,Z_13,,1828,3606,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,89
Z_13.jpg,Z_13,,1717,2782,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,48.6
Z_13.jpg,Z_13,,1884,3430,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,81.6
Z_13.jpg,Z_13,,1701,2708,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,44.9
Z_13.jpg,Z_13,,1840,2361,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,35
Z_13.jpg,Z_13,,2119,2212,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,43.1
Z_13.jpg,Z_13,,1955,2666,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,49.9
Z_13.jpg,Z_13,,2009,2853,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,59
Z_13.jpg,Z_13,,2003,2546,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,47.2
Z_13.jpg,Z_13,,1855,3804,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,98.9
Z_13.jpg,Z_13,,1882,3725,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,95.5
Z_13.jpg,Z_13,,1742,2252,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,27.7
Z_13.jpg,Z_13,,2021,2165,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,37.6
Z_13.jpg,Z_13,,2032,3422,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,84.1
Z_13.jpg,Z_13,,1706,2823,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,50.2
Z_13.jpg,Z_13,,2139,3398,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,85.4
Z_13.jpg,Z_13,,1899,2721,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,50.4
Z_13.jpg,Z_13,,1644,389,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,76.7
Z_13.jpg,Z_13,,1640,1263,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.3
Z_13.jpg,Z_13,,1924,1321,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,41.6
Z_13.jpg,Z_13,,1936,373,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,81.8
Z_13.jpg,Z_13,,1635,1518,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,24.6
Z_13.jpg,Z_13,,1807,233,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,86.3
Z_13.jpg,Z_13,,1759,221,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,86.2
Z_13.jpg,Z_13,,1787,1086,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,46.6
Z_13.jpg,Z_13,,1670,1410,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,29.9
Z_13.jpg,Z_13,,1950,1394,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,40.2
Z_13.jpg,Z_13,,1805,339,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,81.2
Z_13.jpg,Z_13,,1663,281,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,82.2
Z_13.jpg,Z_13,,1820,1735,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,26.3
Z_13.jpg,Z_13,,1813,1791,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,25.3
Z_13.jpg,Z_13,,1756,240,,,Z_13,Z_13,,,,,,,,,Unscorable,,,,Unidentifiable,Limited,,2a00a85e-6675-4d69-ab4f-197992dcead7,85.2
