Filename,Frame,Time (mins),Image row,Image col,Date,Location,Site #,Transect #,Latitude,Longitude,Rugosity,Depth,Collector,Fishing status,Spare,Spare,C1,C2,C3,C4,AMC,FOV,Relief,,Radius %
Z_1.jpg,Z_1,,739,3239,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,73
Z_1.jpg,Z_1,,656,2763,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,55.6
Z_1.jpg,Z_1,,1004,2809,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,49.4
Z_1.jpg,Z_1,,802,2254,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,33.6
Z_1.jpg,Z_1,,914,1980,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,22.8
Z_1.jpg,Z_1,,601,2166,,,Z_1,Z_1,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,39.8
Z_1.jpg,Z_1,,678,2122,,,Z_1,Z_1,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.6
Z_1.jpg,Z_1,,977,1960,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,19.6
Z_1.jpg,Z_1,,966,2899,,,Z_1,Z_1,,,,,,,,,Bioturbation > Dwelling traces,Burrow cluster,,,Unidentifiable,Open,,70ce4c71-cd51-43c6-9d51-e2ac0b6f661a,54
Z_1.jpg,Z_1,,986,2956,,,Z_1,Z_1,,,,,,,,,Bioturbation > Dwelling traces,Burrow cluster,,,Unidentifiable,Open,,70ce4c71-cd51-43c6-9d51-e2ac0b6f661a,56.2
Z_1.jpg,Z_1,,584,3794,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,100
Z_1.jpg,Z_1,,945,3464,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,79.8
Z_1.jpg,Z_1,,1902,1528,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Open,,64e14508-e2ce-453a-b284-1d6c04ff5df0,28.9
Z_1.jpg,Z_1,,1851,1888,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,22.9
Z_1.jpg,Z_1,,1729,1180,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,35.1
Z_1.jpg,Z_1,,1916,509,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,67.6
Z_1.jpg,Z_1,,1703,1473,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,23
Z_1.jpg,Z_1,,1938,529,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,67.1
Z_1.jpg,Z_1,,2044,840,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,56.6
Z_1.jpg,Z_1,,1866,975,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,46.7
Z_1.jpg,Z_1,,1856,548,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,64.8
Z_1.jpg,Z_1,,2126,777,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,61.3
Z_1.jpg,Z_1,,1879,288,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,76.8
Z_1.jpg,Z_1,,2027,1348,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Open,,64e14508-e2ce-453a-b284-1d6c04ff5df0,38.5
Z_1.jpg,Z_1,,2062,161,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,85.4
Z_1.jpg,Z_1,,1803,739,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,55.5
Z_1.jpg,Z_1,,1829,1504,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Open,,64e14508-e2ce-453a-b284-1d6c04ff5df0,26.6
Z_1.jpg,Z_1,,2092,735,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,62
Z_1.jpg,Z_1,,1748,1250,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Open,,64e14508-e2ce-453a-b284-1d6c04ff5df0,32.7
Z_1.jpg,Z_1,,1960,1772,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,28
Z_1.jpg,Z_1,,1905,312,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,76.1
Z_1.jpg,Z_1,,1864,437,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,69.9
Z_1.jpg,Z_1,,2039,3653,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,91.8
Z_1.jpg,Z_1,,1864,2207,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,29.3
Z_1.jpg,Z_1,,1733,3204,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,67.1
Z_1.jpg,Z_1,,2023,3199,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,71.7
Z_1.jpg,Z_1,,1985,2846,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,56.1
Z_1.jpg,Z_1,,2101,2889,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Limited,,64e14508-e2ce-453a-b284-1d6c04ff5df0,60.8
Z_1.jpg,Z_1,,1841,2327,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,32.3
Z_1.jpg,Z_1,,1855,3472,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,80.9
Z_1.jpg,Z_1,,2120,3784,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Limited,,64e14508-e2ce-453a-b284-1d6c04ff5df0,98.9
Z_1.jpg,Z_1,,1730,2467,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,34.6
Z_1.jpg,Z_1,,1908,2109,,,Z_1,Z_1,,,,,,,,,Matrix > Bryozoa / Cnidaria Matrix,,,,Unidentifiable,Open,,64e14508-e2ce-453a-b284-1d6c04ff5df0,28.6
Z_1.jpg,Z_1,,1981,2078,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,31.1
Z_1.jpg,Z_1,,1836,2295,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,31.1
Z_1.jpg,Z_1,,1904,3593,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,87.1
Z_1.jpg,Z_1,,2056,3126,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,69.3
Z_1.jpg,Z_1,,1870,2334,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,33.5
Z_1.jpg,Z_1,,1689,3617,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,85.8
Z_1.jpg,Z_1,,1681,2360,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,29
Z_1.jpg,Z_1,,1676,2844,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,50
Z_1.jpg,Z_1,,2009,2159,,,Z_1,Z_1,,,,,,,,,Substrate > Unconsolidated (soft),Sand / mud (<2mm),Fine sand (no shell fragments),,Unidentifiable,Open,,0c3b116b-2536-47da-9843-2a63596ace3e,33.9
Z_10.jpg,Z_10,,670,1019,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,54.5
Z_10.jpg,Z_10,,681,784,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,64.2
Z_10.jpg,Z_10,,1079,792,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,56.1
Z_10.jpg,Z_10,,770,279,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,85.9
Z_10.jpg,Z_10,,859,1236,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,39.8
Z_10.jpg,Z_10,,769,227,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,88.5
Z_10.jpg,Z_10,,828,780,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,60.9
Z_10.jpg,Z_10,,742,229,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,88.8
Z_10.jpg,Z_10,,725,672,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,68.2
Z_10.jpg,Z_10,,1005,1334,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,31.4
Z_10.jpg,Z_10,,961,1069,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,44.5
Z_10.jpg,Z_10,,745,78,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,96.2
Z_10.jpg,Z_10,,633,1552,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,38.7
Z_10.jpg,Z_10,,822,1226,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,41.3
Z_10.jpg,Z_10,,669,1321,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,43.4
Z_10.jpg,Z_10,,818,901,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,55.5
Z_10.jpg,Z_10,,690,1062,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,52.2
Z_10.jpg,Z_10,,705,13,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,100
Z_10.jpg,Z_10,,634,1751,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.8
Z_10.jpg,Z_10,,997,1617,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,20.7
Z_10.jpg,Z_10,,953,2765,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,50.6
Z_10.jpg,Z_10,,1049,2405,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,31.7
Z_10.jpg,Z_10,,766,2583,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,47.2
Z_10.jpg,Z_10,,685,3370,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,84.7
Z_10.jpg,Z_10,,875,2000,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,24.1
Z_10.jpg,Z_10,,727,2463,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,43.8
Z_10.jpg,Z_10,,619,3320,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,83.7
Z_10.jpg,Z_10,,1008,3436,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,83.1
Z_10.jpg,Z_10,,736,2054,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,31.8
Z_10.jpg,Z_10,,664,3369,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,85.1
Z_10.jpg,Z_10,,616,3600,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,97
Z_10.jpg,Z_10,,613,1928,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,36.7
Z_10.jpg,Z_10,,671,2074,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,35.3
Z_10.jpg,Z_10,,661,2297,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,40.9
Z_10.jpg,Z_10,,843,2513,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,41.9
Z_10.jpg,Z_10,,814,3354,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,81.5
Z_10.jpg,Z_10,,603,2491,,,Z_10,Z_10,,,,,,,,,Unscorable,,,,Unidentifiable,Open,,2a00a85e-6675-4d69-ab4f-197992dcead7,49.4
Z_10.jpg,Z_10,,911,2724,,,Z_10,Z_10,,,,,,,,,Bedforms > 3D,Ripples (<10cm height),,,Unidentifiable,Open,,f9f606b9-0ac3-4d82-a982-0b3ffb0f5560,49.5
