Dot Point Measurements

Generated: Wednesday 12 July 2023 09:13:24

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site	Habitat	Transect	Analyst	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	Relief					Radius %
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1839	225													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						87.3
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1705	1519													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						27.0
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1686	1565													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						24.8
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1617	1647													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.5
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1904	1355													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						39.6
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1857	1033													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						50.9
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		2118	251													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						90.9
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1843	476													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.6
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1898	8													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						98.3
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1877	1502													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.7
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1676	940													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						51.4
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		1844	1191													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.0
20221209-3_Br134_01_20221209_TOP_3_0001_0001.mp4_0030158.jpg	      0		2008	1861													20221209-3	Br134					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		574	3114													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						71.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		759	1934													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						30.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1046	3275													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						69.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		966	2764													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		786	2403													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		775	3824													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		793	3290													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.3
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		538	2894													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		914	2477													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		776	2519													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		618	1936													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		710	2484													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		640	3129													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						70.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		762	2503													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		708	2949													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						61.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		972	2483													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		748	2346													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		595	2107													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		747	3044													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1002	2428													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						31.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		786	334													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						86.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		973	1878													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.3
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1016	241													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						87.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		758	963													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		721	805													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						65.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		601	1063													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		857	1199													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						45.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1045	671													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		912	1024													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						51.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		853	1345													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						39.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		954	951													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						54.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		916	469													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						77.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		802	1499													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		878	1897													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						24.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		849	1213													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						45.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1063	62													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						95.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		896	323													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						84.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		536	1810													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		948	1515													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						30.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1071	1137													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2115	3556													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						90.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1919	2497													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						39.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1757	2816													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1972	3645													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1980	3023													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						62.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2046	3713													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						96.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1726	3438													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						78.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1744	3030													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1994	2484													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.9
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2065	2192													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2147	2318													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1752	3388													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1718	2067													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						18.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1808	3780													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						95.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2077	2114													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1897	3804													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						98.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2009	2439													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.1
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2132	2358													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1984	2050													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						31.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1880	3668													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2055	1413													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2147	1136													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						56.3
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2098	1694													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1799	838													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						59.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2031	1031													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						56.6
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1690	776													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1985	628													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1598	1847													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						12.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1994	1762													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2125	499													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						82.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1686	138													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						92.2
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2072	1700													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1671	1349													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.3
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2004	1232													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.8
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1827	187													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.3
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2007	1421													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.4
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1605	1809													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						13.5
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1707	638													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						67.7
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		2074	628													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.0
20221209-3_Br13_01_20221209_TOP_3_0004_0001.mp4_0027194.jpg	      0		1878	1483													20221209-3	Br13					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		556	2931													20221209-3	Br141					Macroalgae > Erect fine branching	Red							62.1
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		947	2814													20221209-3	Br141					Macroalgae > Erect fine branching	Red							47.1
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		572	2313													20221209-3	Br141					Macroalgae > Erect fine branching	Red							41.8
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		972	3003													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						55.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		915	2644													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						40.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		725	2455													20221209-3	Br141					Macroalgae > Erect fine branching	Red							39.3
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		833	3206													20221209-3	Br141					Macroalgae > Erect fine branching	Red							67.1
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		1018	2774													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						44.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		540	2794													20221209-3	Br141					Macroalgae > Erect fine branching	Red							57.5
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		620	3720													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						94.6
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		657	2669													20221209-3	Br141					Macroalgae > Erect fine branching	Red							49.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		951	3426													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						75.7
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		928	3283													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						69.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		964	2015													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						18.5
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		808	2749													20221209-3	Br141					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.5
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		802	3621													20221209-3	Br141					Macroalgae > Erect fine branching	Red							87.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		775	2141													20221209-3	Br141					Macroalgae > Erect fine branching	Red							29.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		790	3235													20221209-3	Br141					Macroalgae > Erect fine branching	Red							69.3
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		727	2592													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						43.9
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		721	3240													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						70.9
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		1059	391													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						77.6
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		658	537													20221209-3	Br141					Macroalgae > Erect fine branching	Red							76.8
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		811	1790													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						26.7
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		662	155													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						94.1
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		644	184													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						93.1
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		782	225													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						88.9
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		908	350													20221209-3	Br141					Macroalgae > Erect fine branching	Red							81.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		680	1554													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						37.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		963	1024													20221209-3	Br141					Macroalgae > Erect fine branching	Red							48.7
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		560	727													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						71.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		1065	849													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						55.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		808	1821													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						26.5
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		920	422													20221209-3	Br141					Macroalgae > Erect fine branching	Red							77.6
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		946	687													20221209-3	Br141					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.7
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		556	1701													20221209-3	Br141					Macroalgae > Erect fine branching	Red							40.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		876	1241													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						41.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		1004	1221													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						39.0
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		929	1069													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)						47.4
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		847	1472													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						33.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		845	33													20221209-3	Br141					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						97.2
20221209-3_Br141_01_20221209_TOP_3_0007_0001.mp4_0019199.jpg	      0		1791	2008													20221209-3	Br141					Macroalgae > Erect fine branching	Red							22.9
