"campaignid","sample","longitude","latitude","location","planned.or.exploratory","broad.ascidians","broad.bryozoa","broad.macroalgae","broad.octocoral.black","broad.sponges","broad.unconsolidated","total.points.annotated","broad.consolidated","broad.hydroids","depth","broad.crinoids","broad.invertebrate.complex","broad.seagrasses","broad.stony.corals","broad.true.anemones","broad.seagrasses_amphibolis.sp.","broad.seagrasses_posidonia.sp.","broad.seagrasses_halophila.sp.","broad.seagrasses_rupia.sp.","broad.seagrasses_zostera.sp.","broad.echinodermata","broad.sea.stars","broad.zoanthids","broad.seagrasses_thalassodendron.sp."
"202204_FranklinAMP_BOSS","F_90","144.287413","-40.998129","Franklin AMP","MBH","0","0","0","0","9","2","66","0","0","80","0","55","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_91","144.225518","-40.695913","Franklin AMP","MBH","0","0","0","0","0","58","58","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_93","144.373288","-40.561199","Franklin AMP","MBH","0","11","1","0","4","0","67","0","0","45","0","51","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_94","144.285519","-40.971874","Franklin AMP","MBH","0","0","0","0","0","54","59","0","0","92","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_95","144.346474","-40.576259","Franklin AMP","MBH","0","1","0","1","4","41","60","0","0","71","0","12","0","0","0","0","0","0","0","0","0","0","1","0"
"202204_FranklinAMP_BOSS","F_96","144.324515","-40.540353","Franklin AMP","MBH","0","0","0","0","9","0","61","0","0","57","0","52","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_98","144.388779","-40.545517","Franklin AMP","MBH","0","2","0","0","16","11","77","0","0","51","0","48","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_99","144.264905","-40.978952","Franklin AMP","MBH","0","0","0","0","3","59","72","0","0","87","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_100","144.28424","-40.602014","Franklin AMP","MBH","0","0","0","0","4","31","53","0","0","87","0","18","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_101","144.294108","-40.743839","Franklin AMP","MBH","0","0","0","0","0","60","60","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_102","144.351105","-40.536733","Franklin AMP","MBH","0","0","0","0","3","0","80","0","0","49","0","77","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_103","144.327281","-40.547983","Franklin AMP","MBH","0","0","0","0","2","23","51","0","0","60","0","26","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_104","144.326192","-40.61092","Franklin AMP","MBH","0","17","0","0","7","33","67","0","0","82","0","10","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_105","144.239376","-40.92142","Franklin AMP","MBH","0","0","0","0","0","61","61","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_106","144.379421","-40.597729","Franklin AMP","MBH","0","0","4","0","10","4","52","5","0","58","0","29","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_107","144.343884","-40.683387","Franklin AMP","MBH","0","0","0","0","1","54","56","0","0","82","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_108","144.30135","-40.576204","Franklin AMP","MBH","0","2","0","0","1","30","53","0","0","74","0","20","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_109","144.372719","-40.542541","Franklin AMP","MBH","0","0","0","0","3","0","61","0","0","50","0","58","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_110","144.298732","-40.977139","Franklin AMP","MBH","0","0","0","0","10","2","57","0","0","90","0","45","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_111","144.34367","-40.557549","Franklin AMP","MBH","0","1","0","0","7","29","63","0","2","46","0","24","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_112","144.3091","-40.544949","Franklin AMP","MBH","0","7","0","0","4","25","56","0","0","68","0","20","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_113","144.267904","-40.958128","Franklin AMP","MBH","0","0","0","0","0","58","58","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_114","144.277176","-40.578068","Franklin AMP","MBH","0","0","0","0","0","63","63","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_116","144.273684","-40.996634","Franklin AMP","MBH","0","4","0","0","11","16","75","0","0","77","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_117","144.315419","-40.643816","Franklin AMP","MBH","0","0","0","0","0","64","64","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_118","144.342547","-40.550137","Franklin AMP","MBH","1","6","1","0","10","0","75","0","0","50","0","57","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_119","144.38708","-40.531517","Franklin AMP","MBH","0","0","0","0","7","0","72","0","0","49","0","65","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_120","144.248084","-40.986208","Franklin AMP","MBH","0","0","0","0","3","56","74","0","0","95","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_121","144.182065","-40.878512","Franklin AMP","MBH","0","0","0","0","0","60","60","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_122","144.315336","-40.580943","Franklin AMP","MBH","0","0","0","0","0","59","59","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_123","144.384171","-40.615311","Franklin AMP","MBH","0","3","0","0","0","22","73","0","0","68","0","48","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_124","144.322727","-40.617775","Franklin AMP","MBH","0","0","0","0","0","63","63","0","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_125","144.292808","-40.970875","Franklin AMP","MBH","0","0","0","0","1","58","72","0","0","92","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_126","144.276679","-40.599043","Franklin AMP","MBH","0","3","0","0","3","16","64","0","0","91","0","42","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_127","144.172484","-40.930697","Franklin AMP","MBH","0","0","0","0","0","54","54","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_128","144.258085","-40.755868","Franklin AMP","MBH","0","0","0","0","0","62","62","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_129","144.160851","-40.927799","Franklin AMP","MBH","0","0","0","0","0","59","59","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_130","144.354191","-40.596252","Franklin AMP","MBH","0","0","0","0","1","24","69","0","0","76","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_131","144.350268","-40.548964","Franklin AMP","MBH","0","2","20","1","3","19","78","0","0","42","0","33","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_132","144.273476","-40.975733","Franklin AMP","MBH","0","3","0","0","11","27","74","0","0","83","0","33","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_133","144.342314","-40.529145","Franklin AMP","MBH","0","1","0","0","11","0","67","0","0","50","0","55","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_135","144.333728","-40.614607","Franklin AMP","MBH","0","1","0","0","4","34","67","0","0","81","0","28","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_136","144.268731","-40.966884","Franklin AMP","MBH","0","0","0","0","2","49","56","0","0","97","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_137","144.371112","-40.556466","Franklin AMP","MBH","0","0","58","0","0","0","59","0","0","39","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_138","144.29709","-40.991151","Franklin AMP","MBH","0","0","0","0","11","0","70","0","0","86","0","59","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_139","144.303176","-40.81827","Franklin AMP","MBH","0","0","0","0","0","71","71","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_140","144.362999","-40.540518","Franklin AMP","MBH","0","0","0","0","4","0","71","0","0","49","0","67","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_141","144.243565","-40.602581","Franklin AMP","MBH","0","0","0","0","0","59","59","0","0","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_142","144.339175","-40.551771","Franklin AMP","MBH","0","0","61","0","0","0","75","0","0","41","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_143","144.387872","-40.538471","Franklin AMP","MBH","0","0","0","0","4","0","74","0","0","50","0","70","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_144","144.335224","-40.541231","Franklin AMP","MBH","0","2","0","0","0","0","71","0","0","52","0","69","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_145","144.280016","-40.940941","Franklin AMP","MBH","0","0","0","0","0","68","68","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_147","144.357843","-40.734328","Franklin AMP","MBH","0","0","0","0","1","0","59","0","0","72","0","58","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_148","144.211375","-40.734212","Franklin AMP","MBH","0","0","0","0","0","64","64","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_149","144.265855","-40.930068","Franklin AMP","MBH","0","0","0","0","0","58","58","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_150","144.341103","-40.613426","Franklin AMP","MBH","0","1","0","0","0","57","66","0","0","83","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_151","144.390619","-40.543757","Franklin AMP","MBH","0","1","0","0","14","0","58","0","0","51","0","43","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_152","144.253863","-40.935727","Franklin AMP","MBH","0","0","0","0","0","62","62","0","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_154","144.29836","-40.852204","Franklin AMP","MBH","0","0","0","0","0","78","78","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_155","144.329237","-40.546317","Franklin AMP","MBH","0","1","0","0","26","0","74","0","0","50","0","47","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_156","144.304208","-40.962316","Franklin AMP","MBH","0","0","0","0","0","75","75","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_157","144.35417","-40.542838","Franklin AMP","MBH","0","0","0","0","7","20","77","0","0","50","0","50","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_159","144.243874","-40.927473","Franklin AMP","MBH","0","0","0","0","0","63","64","0","0","106","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_160","144.343111","-40.699852","Franklin AMP","MBH","0","0","0","0","0","0","44","0","0","73","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_162","144.21358","-40.950342","Franklin AMP","MBH","0","0","0","0","0","55","55","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_163","144.327811","-40.543582","Franklin AMP","MBH","0","0","0","0","6","0","38","0","0","51","0","32","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_164","144.246856","-40.995725","Franklin AMP","MBH","0","0","0","0","0","69","69","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_165","144.364017","-40.532614","Franklin AMP","MBH","0","0","0","0","17","0","75","0","0","50","0","58","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_166","144.339577","-40.559527","Franklin AMP","MBH","0","0","0","0","3","3","60","0","0","59","0","54","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_168","144.28802","-40.534818","Franklin AMP","MBH","0","1","0","0","1","7","46","0","0","72","0","37","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_170","144.330042","-40.653703","Franklin AMP","MBH","0","0","0","0","0","75","75","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_171","144.302016","-40.550819","Franklin AMP","MBH","0","0","0","0","0","53","62","0","0","72","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_172","144.229903","-40.835447","Franklin AMP","MBH","0","0","0","0","0","66","66","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_173","144.344821","-40.537399","Franklin AMP","MBH","0","1","0","0","3","0","74","0","0","51","0","70","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_174","144.294906","-40.618838","Franklin AMP","MBH","0","0","0","0","5","61","66","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_176","144.361778","-40.553551","Franklin AMP","MBH","0","6","41","0","0","0","53","0","0","43","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_177","144.282811","-40.555592","Franklin AMP","MBH","0","2","0","1","2","28","59","0","0","74","0","26","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_178","144.374875","-40.593122","Franklin AMP","MBH","0","5","0","0","1","51","76","0","0","66","0","19","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_179","144.388397","-40.546229","Franklin AMP","MBH","0","0","3","0","8","8","72","0","0","55","0","53","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_180","144.290048","-40.531352","Franklin AMP","MBH","0","1","0","0","3","16","61","0","0","72","0","41","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_181","144.323396","-40.571403","Franklin AMP","MBH","0","0","0","2","0","9","48","0","0","70","0","37","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_182","144.277497","-40.552675","Franklin AMP","MBH","0","0","0","0","4","41","59","0","0","74","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_183","144.281679","-40.688423","Franklin AMP","MBH","0","0","0","0","0","62","62","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_185","144.250548","-40.567709","Franklin AMP","MBH","0","0","0","0","2","62","68","0","0","85","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_186","144.306463","-40.631268","Franklin AMP","MBH","0","0","0","0","0","57","57","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_187","144.315081","-40.560761","Franklin AMP","MBH","0","2","0","2","24","17","75","0","0","70","0","26","0","0","0","0","0","0","0","0","0","0","4","0"
"202204_FranklinAMP_BOSS","F_188","144.213591","-40.941605","Franklin AMP","MBH","0","0","0","0","0","58","58","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_189","144.263378","-40.872095","Franklin AMP","MBH","0","0","0","0","0","68","68","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_190","144.304346","-40.536911","Franklin AMP","MBH","0","0","0","0","3","16","60","0","0","69","0","41","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_191","144.37395","-40.550315","Franklin AMP","MBH","0","1","4","2","7","0","58","0","0","45","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_192","144.280616","-40.583554","Franklin AMP","MBH","0","0","0","0","8","10","49","0","0","82","0","31","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_193","144.284132","-40.976705","Franklin AMP","MBH","0","0","0","0","0","62","71","0","0","88","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_195","144.285145","-40.541686","Franklin AMP","MBH","0","0","0","0","2","42","63","0","0","74","0","19","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_196","144.35475","-40.555101","Franklin AMP","MBH","0","2","2","0","15","0","80","0","0","44","0","61","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_197","144.390709","-40.53232","Franklin AMP","MBH","1","5","4","0","10","0","53","0","0","50","0","33","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_198","144.341441","-40.712064","Franklin AMP","MBH","0","0","0","0","4","39","57","0","0","76","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_199","144.332876","-40.534962","Franklin AMP","MBH","0","0","0","0","13","0","46","0","0","54","0","33","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_203","144.277409","-40.978348","Franklin AMP","MBH","0","0","0","0","1","60","77","0","0","81","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_205","144.360235","-40.724745","Franklin AMP","MBH","0","4","0","2","9","0","78","0","0","54","0","63","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_206","144.368928","-40.551912","Franklin AMP","MBH","0","5","0","0","1","0","60","0","0","46","0","54","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_207","144.33342","-40.562897","Franklin AMP","MBH","0","0","0","0","0","77","77","0","0","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_209","144.347689","-40.572414","Franklin AMP","MBH","0","1","1","0","6","17","62","0","0","68","0","37","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_210","144.246771","-40.7057","Franklin AMP","MBH","0","0","0","0","0","68","68","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_212","144.355627","-40.556833","Franklin AMP","MBH","0","6","8","0","2","0","61","0","0","46","0","45","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_213","144.365644","-40.698657","Franklin AMP","MBH","0","0","0","0","3","5","56","0","0","65","0","48","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_214","144.385685","-40.534008","Franklin AMP","MBH","0","2","0","0","12","0","67","0","0","49","0","53","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_215","144.329794","-40.544168","Franklin AMP","MBH","0","0","6","0","9","0","65","0","0","46","0","50","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_216","144.385895","-40.604451","Franklin AMP","MBH","0","0","0","0","7","38","79","0","0","62","0","34","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_217","144.394946","-40.541783","Franklin AMP","MBH","0","0","0","0","10","0","67","0","0","51","0","57","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_218","144.331539","-40.764347","Franklin AMP","MBH","0","0","0","0","0","58","58","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_219","144.270818","-40.577558","Franklin AMP","MBH","0","1","0","0","27","0","47","0","0","81","0","18","0","0","0","0","0","0","0","0","0","0","1","0"
"202204_FranklinAMP_BOSS","F_221","144.350667","-40.553837","Franklin AMP","MBH","0","1","5","0","3","23","77","0","0","45","0","45","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_222","144.190418","-40.972656","Franklin AMP","MBH","0","0","0","0","0","49","52","0","0","102","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_223","144.341178","-40.533982","Franklin AMP","MBH","0","0","0","0","12","0","56","0","0","49","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_224","144.343697","-40.616548","Franklin AMP","MBH","0","2","0","0","1","38","59","0","0","85","0","18","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_225","144.378874","-40.61474","Franklin AMP","MBH","0","2","3","0","0","41","69","0","0","72","0","23","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_226","144.358274","-40.543562","Franklin AMP","MBH","0","0","2","0","8","0","70","0","0","48","0","60","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_227","144.18359","-40.993475","Franklin AMP","MBH","0","0","0","0","0","55","58","0","0","103","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_228","144.189972","-40.82061","Franklin AMP","MBH","0","0","0","0","0","67","67","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_229","144.37229","-40.559555","Franklin AMP","MBH","0","3","8","0","15","9","74","0","1","43","0","38","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_230","144.402465","-40.536638","Franklin AMP","MBH","0","0","0","0","12","26","80","0","0","53","0","42","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_231","144.275436","-40.985867","Franklin AMP","MBH","0","1","0","0","2","32","71","0","0","83","0","36","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_232","144.183651","-40.93061","Franklin AMP","MBH","0","0","0","0","0","54","54","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_233","144.352575","-40.550368","Franklin AMP","MBH","0","9","22","0","3","0","80","0","1","44","0","45","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_235","144.378338","-40.637517","Franklin AMP","MBH","0","5","0","0","9","1","50","0","0","74","0","35","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_236","144.233801","-40.926961","Franklin AMP","MBH","0","0","0","0","0","57","57","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_237","144.381105","-40.606054","Franklin AMP","MBH","0","2","0","0","3","0","56","0","0","66","0","51","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_238","144.356969","-40.723499","Franklin AMP","MBH","0","0","6","2","5","2","77","0","0","66","0","62","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_239","144.325004","-40.545859","Franklin AMP","MBH","0","1","0","0","7","0","73","0","0","61","0","65","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_240","144.365462","-40.555977","Franklin AMP","MBH","0","2","7","0","11","0","61","0","0","46","0","41","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_241","144.270537","-40.998","Franklin AMP","MBH","0","0","2","0","8","44","80","0","0","77","0","26","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_242","144.226939","-40.93202","Franklin AMP","MBH","0","0","0","0","0","54","54","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_243","144.297521","-40.59503","Franklin AMP","MBH","0","3","0","0","2","44","55","0","0","85","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_244","144.321719","-40.571994","Franklin AMP","MBH","0","2","0","1","6","7","46","0","0","70","0","30","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_245","144.278266","-40.971973","Franklin AMP","MBH","0","0","0","0","0","75","75","0","0","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_246","144.214801","-40.779781","Franklin AMP","MBH","0","0","0","0","0","69","69","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_247","144.319515","-40.55618","Franklin AMP","MBH","0","0","0","0","1","19","43","0","0","70","0","23","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_248","144.27351","-40.537448","Franklin AMP","MBH","0","0","0","0","3","46","75","0","0","77","0","26","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_250","144.3278","-40.531962","Franklin AMP","MBH","0","2","0","0","2","3","66","0","0","48","0","59","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_251","144.27927","-40.575956","Franklin AMP","MBH","0","4","0","0","6","35","61","0","0","82","0","15","0","0","0","0","0","0","0","0","0","0","1","0"
"202204_FranklinAMP_BOSS","F_253","144.328133","-40.594841","Franklin AMP","MBH","0","0","0","0","3","63","70","0","0","76","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_254","144.27282","-40.994542","Franklin AMP","MBH","0","2","0","5","2","16","68","0","1","76","0","42","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_255","144.359111","-40.552319","Franklin AMP","MBH","0","0","4","0","0","3","75","0","0","45","0","68","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_256","144.262069","-40.63851","Franklin AMP","MBH","0","0","0","0","0","80","80","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_257","144.310975","-40.586607","Franklin AMP","MBH","0","2","0","0","4","19","52","0","0","77","0","27","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_259","144.292923","-40.842979","Franklin AMP","MBH","0","0","0","0","0","57","57","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202204_FranklinAMP_BOSS","F_260","144.339101","-40.714351","Franklin AMP","MBH","0","0","0","0","0","57","57","0","0","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
