"campaignid","sample","broad.ascidians","broad.bryozoa","broad.consolidated","broad.crinoids","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.octocoral.black","broad.seagrasses","broad.sponges","broad.stony.corals","broad.total.points.annotated","broad.true.anemones","broad.unconsolidated","planned.or.exploratory","latitude","longitude","date","time","location","site","depth","broad.sea.stars"
"2021-05_Abrolhos_BOSS","npz6.18","0","1","34","0","0","3","3","0","0","25","0","78","0","12","MBH","-28.0837","113.5038","20210513",NA,"Abrolhos","npz6.18","50","0"
"2021-05_Abrolhos_BOSS","npz6.47","0","0","35","0","0","0","7","0","0","6","0","80","0","32","MBH","-28.1185","113.4816","20210513",NA,"Abrolhos","out6.10","44","0"
"2021-05_Abrolhos_BOSS","npz6.49","0","0","8","0","0","0","52","0","0","2","0","78","0","16","MBH","-28.1139","113.4764","20210513",NA,"Abrolhos","out6.12","49.6","0"
"2021-05_Abrolhos_BOSS","npz6.38","0","0","3","0","0","0","76","0","0","0","0","80","0","1","MBH","-28.1187","113.4591","20210513",NA,"Abrolhos","out6.1","27.8","0"
"2021-05_Abrolhos_BOSS","npz6.39","0","0","1","0","0","0","58","0","0","1","0","65","0","5","MBH","-28.1139","113.4539","20210513",NA,"Abrolhos","out6.2","36.3","0"
"2021-05_Abrolhos_BOSS","npz6.40","0","0","30","0","0","0","44","0","0","4","0","79","0","1","MBH","-28.1038","113.4337","20210513",NA,"Abrolhos","out6.3","48.7","0"
"2021-05_Abrolhos_BOSS","npz6.28","0","0","68","0","0","0","10","0","0","0","0","79","0","1","MBH","-28.0937","113.429","20210513",NA,"Abrolhos","npz6.28","47.3","0"
"2021-05_Abrolhos_BOSS","npz6.43","0","0","55","0","0","0","4","0","0","3","0","81","0","19","MBH","-28.1064","113.4111","20210513",NA,"Abrolhos","out6.6","56.2","0"
"2021-05_Abrolhos_BOSS","npz6.8","0","0","0","0","0","49","1","0","0","3","0","80","0","27","MBH","-28.0888","113.4012","20210513",NA,"Abrolhos","npz6.8","73.6","0"
"2021-05_Abrolhos_BOSS","npz6.30","0","0","51","0","0","1","0","0","0","0","0","79","0","27","MBH","-28.0912","113.3989","20210513",NA,"Abrolhos","npz6.30","87.9","0"
"2021-05_Abrolhos_BOSS","npz6.2","0","1","0","0","2","19","0","7","0","44","0","77","0","4","MBH","-28.0862","113.3863","20210513",NA,"Abrolhos","npz6.2","92","0"
"2021-05_Abrolhos_BOSS","npz6.3","0","0","0","0","0","11","0","0","0","40","0","55","0","4","MBH","-28.0914","113.3864","20210513",NA,"Abrolhos","npz6.3","95.2","0"
"2021-05_Abrolhos_BOSS","npz6.32","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-28.0963","113.3837","20210513",NA,"Abrolhos","npz6.32","116","0"
"2021-05_Abrolhos_BOSS","npz6.10","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-28.0798","113.3498","20210513",NA,"Abrolhos","npz6.10","151","0"
"2021-05_Abrolhos_BOSS","npz6.35","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-28.0417","113.2744","20210513",NA,"Abrolhos","npz6.35","184","0"
"2021-05_Abrolhos_BOSS","npz6.27","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-28.0688","113.2892","20210513",NA,"Abrolhos","npz6.27","186","0"
"2021-05_Abrolhos_BOSS","npz6.4","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-28.0769","113.2764","20210513",NA,"Abrolhos","npz6.4","189","0"
"2021-05_Abrolhos_BOSS","npz9.24","0","0","0","0","0","33","0","0","0","9","0","80","0","38","MBH","-27.1612","113.2072","20210514",NA,"Abrolhos","npz9.24","82.1","0"
"2021-05_Abrolhos_BOSS","npz9.48","0","0","1","0","0","44","0","1","0","26","0","73","0","1","MBH","-27.1527","113.2013","20210514",NA,"Abrolhos","npz9.48","84.5","0"
"2021-05_Abrolhos_BOSS","npz9.46","0","0","0","0","1","33","0","1","0","23","0","80","0","22","MBH","-27.149","113.1916","20210514",NA,"Abrolhos","np79.46","83.8","0"
"2021-05_Abrolhos_BOSS","npz9.19","0","0","0","0","1","22","0","0","0","4","0","76","0","49","MBH","-27.1465","113.2129","20210514",NA,"Abrolhos","npz9.19","87","0"
"2021-05_Abrolhos_BOSS","npz9.50","0","0","0","0","0","0","0","0","0","0","0","37","0","37","MBH","-27.1444","113.2016","20210514",NA,"Abrolhos","npz9.50","91.5","0"
"2021-05_Abrolhos_BOSS","npz9.47","0","0","0","0","0","34","0","16","0","28","0","78","0","0","MBH","-27.1397","113.1916","20210514",NA,"Abrolhos","npz9.47","83.2","0"
"2021-05_Abrolhos_BOSS","npz9.49","0","0","1","0","1","24","0","0","0","11","0","79","0","42","MBH","-27.1297","113.1883","20210514",NA,"Abrolhos","npz9.49","81.5","0"
"2021-05_Abrolhos_BOSS","npz9.45","0","1","1","0","2","10","0","0","0","14","0","80","0","52","MBH","-27.1341","113.1821","20210514",NA,"Abrolhos","npz9.45","82.5","0"
"2021-05_Abrolhos_BOSS","npz9.43","0","0","0","0","0","38","0","1","0","40","0","79","0","0","MBH","-27.1363","113.1779","20210514",NA,"Abrolhos","npz9.43","82.7","0"
"2021-05_Abrolhos_BOSS","npz9.5","0","0","1","0","0","29","0","1","0","9","0","79","0","39","MBH","-27.1519","113.1603","20210514",NA,"Abrolhos","npz9.5","85.9","0"
"2021-05_Abrolhos_BOSS","npz9.14","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1561","113.1421","20210514",NA,"Abrolhos","npz9.14","103","0"
"2021-05_Abrolhos_BOSS","npz9.7","0","0","1","0","0","0","0","0","0","0","0","80","0","79","MBH","-27.1463","113.136","20210514",NA,"Abrolhos","npz9.7","103","0"
"2021-05_Abrolhos_BOSS","npz9.16","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.134","113.1278","20210514",NA,"Abrolhos","npz9.16","102","0"
"2021-05_Abrolhos_BOSS","npz9.8","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1354","113.1204","20210514",NA,"Abrolhos","npz9.8","108","0"
"2021-05_Abrolhos_BOSS","npz9.26","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1256","113.122","20210514",NA,"Abrolhos","npz9.26","103","0"
"2021-05_Abrolhos_BOSS","npz9.27","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1253","113.1335","20210514",NA,"Abrolhos","npz9.27","93.7","0"
"2021-05_Abrolhos_BOSS","npz9.13","0","0","0","0","0","0","0","0","0","0","0","79","0","79","MBH","-27.1268","113.1497","20210514",NA,"Abrolhos","npz9.13","88.7","0"
"2021-05_Abrolhos_BOSS","npz9.41","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1233","113.1699","20210514",NA,"Abrolhos","npz9.41","85.5","0"
"2021-05_Abrolhos_BOSS","npz9.44","0","0","2","0","0","44","0","0","0","7","0","78","0","25","MBH","-27.1188","113.1729","20210514",NA,"Abrolhos","npz9.44","85.2","0"
"2021-05_Abrolhos_BOSS","npz9.22","0","0","1","0","0","42","0","0","0","4","0","78","0","31","MBH","-27.1211","113.1862","20210514",NA,"Abrolhos","npz9.22","85.7","0"
"2021-05_Abrolhos_BOSS","npz9.6","0","0","1","0","0","15","0","1","0","13","0","71","0","41","MBH","-27.1197","113.1905","20210514",NA,"Abrolhos","npz9.6","90.4","0"
"2021-05_Abrolhos_BOSS","npz9.4","0","0","0","0","0","30","0","0","0","7","0","80","0","43","MBH","-27.1088","113.172","20210514",NA,"Abrolhos","npz9.4","85.1","0"
"2021-05_Abrolhos_BOSS","npz9.9","0","0","0","0","0","1","0","0","0","0","0","76","0","75","MBH","-27.1023","113.1518","20210514",NA,"Abrolhos","npz9.9","87.8","0"
"2021-05_Abrolhos_BOSS","npz9.42","0","0","0","0","0","12","0","0","0","0","0","80","0","68","MBH","-27.0979","113.15","20210514",NA,"Abrolhos","npz9.42","87.6","0"
"2021-05_Abrolhos_BOSS","npz9.17","0","0","0","0","0","37","0","0","0","34","0","77","0","6","MBH","-27.101","113.1122","20210514",NA,"Abrolhos","npz9.17","95.4","0"
"2021-05_Abrolhos_BOSS","npz9.25","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1036","113.1066","20210514",NA,"Abrolhos","npz9.25","103","0"
"2021-05_Abrolhos_BOSS","npz9.1","0","0","0","0","0","0","0","0","0","0","0","79","0","79","MBH","-27.0953","113.1022","20210514",NA,"Abrolhos","npz9.1","102","0"
"2021-05_Abrolhos_BOSS","npz9.23","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.098","113.0833","20210514",NA,"Abrolhos","npz9.23","119","0"
"2021-05_Abrolhos_BOSS","npz9.21","0","0","0","0","0","0","0","0","0","0","0","80","0","80","MBH","-27.1128","113.077","20210514",NA,"Abrolhos","npz9.21","127","0"
"2021-05_Abrolhos_BRUVs","npz6.24","0","0","1","0","0","0","18","0","0","7","0","26","0","0","MBH","-28.0787","113.4414","20210512",NA,"Abrolhos","npz6.27","53.7","0"
"2021-05_Abrolhos_BRUVs","npz6.14","0","0","0","0","0","0","20","0","0","3","0","23","0","0","MBH","-28.0937","113.4213","20210512",NA,"Abrolhos","npz6.14","42.1","0"
"2021-05_Abrolhos_BRUVs","npz6.6","0","0","0","0","0","0","12","0","0","0","0","12","0","0","MBH","-28.0837","113.4439","20210512",NA,"Abrolhos","npz6.6","55.1","0"
"2021-05_Abrolhos_BRUVs","npz6.2","0","0","16","0","0","0","9","0","0","3","0","28","0","0","MBH","-28.0612","113.4339","20210512",NA,"Abrolhos","npz6.2","43.6","0"
"2021-05_Abrolhos_BRUVs","npz6.18","0","0","0","0","0","0","0","0","0","0","0","34","0","34","MBH","-28.0962","113.4438","20210512",NA,"Abrolhos","npz6.19","42.7","0"
"2021-05_Abrolhos_BRUVs","npz6.22","0","0","1","0","0","1","28","0","0","4","0","36","0","2","MBH","-28.0687","113.4512","20210512",NA,"Abrolhos","npz6.23","45","0"
"2021-05_Abrolhos_BRUVs","npz6.20","0","0","12","0","0","1","7","0","0","1","0","24","0","3","MBH","-28.0736","113.4593","20210512",NA,"Abrolhos","npz6.21","50.4","0"
"2021-05_Abrolhos_BRUVs","npz6.26","0","0","11","0","0","0","27","0","0","0","0","38","0","0","MBH","-28.0937","113.4563","20210512",NA,"Abrolhos","npz6.29","33.7","0"
"2021-05_Abrolhos_BRUVs","npz6.27","0","0","1","0","0","0","30","0","0","0","0","32","0","1","MBH","-28.0562","113.4464","20210512",NA,"Abrolhos","npz6.30","39","0"
"2021-05_Abrolhos_BRUVs","npz6.8","0","0","0","0","1","1","0","0","0","0","0","28","0","26","MBH","-28.0688","113.3413","20210512",NA,"Abrolhos","npz6.8","154","0"
"2021-05_Abrolhos_BRUVs","npz6.15","0","0","0","0","1","0","0","0","0","0","0","27","0","26","MBH","-28.0588","113.3488","20210512",NA,"Abrolhos","npz6.15","145","0"
"2021-05_Abrolhos_BRUVs","npz6.9","0","0","0","0","0","25","0","0","0","1","0","30","0","4","MBH","-28.0386","113.3814","20210512",NA,"Abrolhos","npz6.9","77.2","0"
"2021-05_Abrolhos_BRUVs","npz6.13","0","1","0","0","0","11","0","1","0","2","0","22","0","7","MBH","-28.0611","113.3714","20210512",NA,"Abrolhos","npz6.13","109","0"
"2021-05_Abrolhos_BRUVs","npz6.10","0","0","0","0","0","0","0","0","0","0","0","28","0","28","MBH","-28.0787","113.3764","20210512",NA,"Abrolhos","npz6.10","112","0"
"2021-05_Abrolhos_BRUVs","npz6.17","0","1","0","0","0","9","0","1","0","5","0","16","0","0","MBH","-28.0837","113.3839","20210512",NA,"Abrolhos","npz6.18","94","0"
"2021-05_Abrolhos_BRUVs","npz6.4","0","1","0","0","0","25","0","0","0","4","0","31","0","1","MBH","-28.0814","113.3988","20210512",NA,"Abrolhos","npz6.4","67.5","0"
"2021-05_Abrolhos_BRUVs","npz6.21","0","2","0","0","0","13","0","4","0","13","0","34","0","2","MBH","-28.0714","113.3992","20210512",NA,"Abrolhos","npz6.22","59.3","0"
"2021-05_Abrolhos_BRUVs","npz6.5","0","0","5","0","3","3","2","3","0","8","0","29","0","5","MBH","-28.0636","113.3935","20210512",NA,"Abrolhos","npz6.5","65.8","0"
"2021-05_Abrolhos_BRUVs","npz6.12","0","0","0","0","0","0","0","0","0","0","0","28","0","28","MBH","-28.0512","113.2763","20210512",NA,"Abrolhos","npz6.12","185","0"
"2021-05_Abrolhos_BRUVs","npz6.28","0","0","0","0","0","1","0","0","0","0","0","28","0","27","MBH","-28.1237","113.3663","20210512",NA,"Abrolhos","out6.1","149","0"
"2021-05_Abrolhos_BRUVs","npz6.36","2","1","3","0","1","0","1","0","0","7","0","29","0","14","MBH","-28.1062","113.4089","20210512",NA,"Abrolhos","out6.9","66.5","0"
"2021-05_Abrolhos_BRUVs","npz9.7","0","0","0","0","0","0","0","0","0","0","0","34","0","34","MBH","-27.1162","113.1964","20210515",NA,"Abrolhos","npz9.7","97.2","0"
"2021-05_Abrolhos_BRUVs","npz9.29","0","2","0","0","0","4","0","0","0","0","0","30","0","24","MBH","-27.1313","113.2089","20210515",NA,"Abrolhos","npz9.29","96.7","0"
"2021-05_Abrolhos_BRUVs","npz9.12","0","0","0","0","0","0","0","0","0","0","0","24","0","24","MBH","-27.1462","113.2039","20210515",NA,"Abrolhos","npz9.12","92.2","0"
"2021-05_Abrolhos_BRUVs","npz9.5","0","0","0","0","0","13","0","0","0","9","0","22","0","0","MBH","-27.151","113.214","20210515",NA,"Abrolhos","npz9.5","87.8","0"
"2021-05_Abrolhos_BRUVs","npz9.9","0","0","2","0","0","7","1","1","0","6","0","30","0","13","MBH","-27.1288","113.1888","20210515",NA,"Abrolhos","npz9.9","82.1","0"
"2021-05_Abrolhos_BRUVs","npz9.26","0","0","1","0","0","5","0","0","0","1","0","36","0","29","MBH","-27.1437","113.2139","20210515",NA,"Abrolhos","npz9.26","90.9","0"
"2021-05_Abrolhos_BRUVs","npz9.11","0","0","0","0","0","19","0","0","0","3","0","29","0","7","MBH","-27.1238","113.1889","20210515",NA,"Abrolhos","npz9.11","85.8","0"
"2021-05_Abrolhos_BRUVs","npz9.19","0","0","1","0","0","0","0","0","0","0","0","31","0","30","MBH","-27.1539","113.1764","20210515",NA,"Abrolhos","npz9.19","87.1","0"
"2021-05_Abrolhos_BRUVs","npz9.30","0","0","0","0","0","3","0","0","0","0","0","34","0","31","MBH","-27.1187","113.1864","20210515",NA,"Abrolhos","npz9.30","90.3","0"
"2021-05_Abrolhos_BRUVs","npz9.10","0","0","0","0","1","5","0","0","0","1","0","36","0","29","MBH","-27.1638","113.1565","20210515",NA,"Abrolhos","npz9.10","93.6","0"
"2021-05_Abrolhos_BRUVs","npz9.22","0","0","0","0","0","0","0","0","0","0","0","20","0","20","MBH","-27.1537","113.1413","20210515",NA,"Abrolhos","npz9.22","102","0"
"2021-05_Abrolhos_BRUVs","npz9.2","0","0","1","0","1","0","0","0","0","0","0","26","0","24","MBH","-27.1411","113.1465","20210515",NA,"Abrolhos","npz9.2","92.1","0"
"2021-05_Abrolhos_BRUVs","npz9.14","0","0","0","0","0","0","0","0","0","0","0","31","0","31","MBH","-27.1438","113.1364","20210515",NA,"Abrolhos","npz9.14","101","0"
"2021-05_Abrolhos_BRUVs","npz9.3","0","0","0","0","0","0","0","0","0","0","0","33","0","33","MBH","-27.1312","113.1239","20210515",NA,"Abrolhos","npz9.3","104","0"
"2021-05_Abrolhos_BRUVs","npz9.8","0","0","0","0","0","0","0","0","0","0","0","34","0","34","MBH","-27.1261","113.1189","20210515",NA,"Abrolhos","npz9.8","105","0"
"2021-05_Abrolhos_BRUVs","npz9.24","0","0","1","0","0","2","0","0","0","0","0","29","0","26","MBH","-27.1311","113.1067","20210515",NA,"Abrolhos","npz9.24","117","0"
"2021-05_Abrolhos_BRUVs","npz9.21","0","0","0","0","0","1","0","0","0","0","0","29","0","28","MBH","-27.1362","113.1014","20210515",NA,"Abrolhos","npz9.21","122","0"
"2021-05_Abrolhos_BRUVs","npz9.16","0","0","0","0","0","0","0","0","0","0","0","35","0","35","MBH","-27.1187","113.109","20210515",NA,"Abrolhos","npz9.16","108","0"
"2021-05_Abrolhos_BRUVs","npz9.27","0","0","0","0","0","0","0","0","0","0","0","35","0","35","MBH","-27.1164","113.1014","20210515",NA,"Abrolhos","npz9.27","114","0"
"2021-05_Abrolhos_BRUVs","npz9.13","0","0","0","0","0","0","0","1","0","0","0","26","0","25","MBH","-27.1113","113.1038","20210515",NA,"Abrolhos","npz9.13","109","0"
"2021-05_Abrolhos_BRUVs","npz9.17","0","0","0","0","0","0","0","0","0","1","0","27","0","26","MBH","-27.1012","113.0913","20210515",NA,"Abrolhos","npz9.17","114","0"
"2021-05_Abrolhos_BRUVs","npz9.1","0","0","0","0","0","1","0","0","0","4","0","28","0","23","MBH","-27.0962","113.0863","20210515",NA,"Abrolhos","npz9.1","116","0"
"2021-05_Abrolhos_BRUVs","npz9.28","0","0","0","0","0","0","0","0","0","0","0","31","0","31","MBH","-27.1013","113.0538","20210515",NA,"Abrolhos","npz9.28","132","0"
"2021-05_Abrolhos_BRUVs","npz9.18","0","0","0","0","0","0","0","0","0","0","0","28","0","28","MBH","-27.1236","113.0664","20210515",NA,"Abrolhos","npz9.18","132","0"
"2021-05_Abrolhos_BRUVs","npz9.25","0","0","0","0","0","0","0","0","0","0","0","32","0","32","MBH","-27.1462","113.074","20210515",NA,"Abrolhos","npz9.25","133","0"
"2021-05_Abrolhos_BRUVs","npz9.4","0","0","1","0","0","0","0","0","0","0","0","35","0","34","MBH","-27.1163","113.1139","20210515",NA,"Abrolhos","npz9.4","104","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-70","0","1","0","0","2","10","4","8","0","5","0","33","0","3","MBH","-34.06644167","120.9385767","2022-11-03",NA,"South-west Corner","Investigator Island","64.4","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-36","0","0","1","0","0","0","30","0","0","0","0","31","0","0","MBH","-34.06377339","120.9386308","2022-11-03",NA,"South-west Corner","Investigator Island","49.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-62","0","0","0","0","0","0","0","0","0","0","0","34","0","34","MBH","-34.05634538","120.9663105","2022-11-03",NA,"South-west Corner","Investigator Island","66.4","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-58","0","0","0","0","0","0","0","0","0","0","0","32","0","32","MBH","-34.04880504","120.9512688","2022-11-03",NA,"South-west Corner","Investigator Island","60.3","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-07","0","10","0","0","0","2","5","0","0","3","0","33","0","13","MBH","-34.04886","120.94125","2022-11-03",NA,"South-west Corner","Investigator Island","57.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-14","0","1","0","0","0","0","4","0","0","0","0","33","0","28","MBH","-34.043595","120.9337917","2022-11-03",NA,"South-west Corner","Investigator Island","53.8","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-20","0","0","0","0","0","0","0","0","0","0","0","33","0","33","MBH","-34.04372603","120.9536963","2022-11-03",NA,"South-west Corner","Investigator Island","57.9","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-11","0","0","0","0","0","3","12","2","0","13","0","30","0","0","MBH","-34.03604","120.9485867","2022-11-03",NA,"South-west Corner","Investigator Island","45.5","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-05","0","1","0","0","0","0","1","0","0","0","0","29","0","27","MBH","-34.03111308","120.9263512","2022-11-03",NA,"South-west Corner","Investigator Island","58.9","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-28","0","0","0","0","0","0","0","0","0","0","0","30","0","30","MBH","-34.01881825","120.9464186","2022-11-03",NA,"South-west Corner","Investigator Island","51.4","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-03","0","6","0","0","0","5","0","1","0","7","0","26","0","7","MBH","-34.02375","120.95625","2022-11-03",NA,"South-west Corner","Investigator Island","60.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-60","0","7","0","0","0","0","0","0","0","4","0","28","0","17","MBH","-34.00636381","120.9662883","2022-11-03",NA,"South-west Corner","Investigator Island","59.1","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-27","0","3","1","0","0","0","12","0","0","0","0","32","0","16","MBH","-34.00131032","120.9309073","2022-11-03",NA,"South-west Corner","Investigator Island","48.8","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-53","0","3","0","0","0","0","3","0","0","0","0","28","0","22","MBH","-33.99632242","120.9440016","2022-11-03",NA,"South-west Corner","Investigator Island","51.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-44","0","1","0","0","0","2","10","0","0","2","0","30","0","15","MBH","-33.99618368","120.9237852","2022-11-03",NA,"South-west Corner","Investigator Island","50.2","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-17","0","1","0","0","0","0","6","0","0","1","0","35","0","27","MBH","-33.99125","120.90875","2022-11-03",NA,"South-west Corner","Investigator Island","50","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-22","0","2","1","0","0","0","19","0","0","0","0","31","0","9","MBH","-33.9763802","120.9337514","2022-11-03",NA,"South-west Corner","Investigator Island","47.3","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-35","0","0","0","0","0","2","9","0","0","0","0","30","0","19","MBH","-33.9513702","120.9730724","2022-11-04",NA,"South-west Corner","Investigator Island","44.8","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-55","1","0","0","0","0","0","15","0","0","0","0","30","0","14","MBH","-33.94625","120.95375","2022-11-04",NA,"South-west Corner","Investigator Island","41","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-26","0","0","0","0","0","0","16","0","0","0","0","36","0","20","MBH","-33.9438414","120.9713517","2022-11-04",NA,"South-west Corner","Investigator Island","45.5","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-66","0","0","0","0","0","0","6","0","0","0","0","18","0","12","MBH","-33.92904866","120.9838657","2022-11-04",NA,"South-west Corner","Investigator Island","36.8","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-51","0","0","0","0","0","0","26","0","0","1","0","29","0","2","MBH","-33.92622075","120.9988784","2022-11-04",NA,"South-west Corner","Investigator Island","44.2","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-24","0","0","1","0","0","10","3","0","0","2","0","35","0","19","MBH","-33.92866816","121.0312282","2022-11-04",NA,"South-west Corner","Investigator Island","46.3","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-02","0","0","0","0","0","0","15","0","0","0","0","35","0","20","MBH","-33.92375","121.05875","2022-11-04",NA,"South-west Corner","Investigator Island","38.4","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-48","0","0","0","0","1","4","23","0","0","3","0","31","0","0","MBH","-33.93625","121.06125","2022-11-04",NA,"South-west Corner","Investigator Island","39.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-29","0","0","0","0","0","0","0","0","0","0","0","35","0","35","MBH","-33.95375","121.04625","2022-11-04",NA,"South-west Corner","Investigator Island","57.7","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-42","0","1","0","0","0","0","0","0","0","0","0","32","0","31","MBH","-33.9486914","121.026183","2022-11-04",NA,"South-west Corner","Investigator Island","58.6","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-57","0","0","1","0","0","1","5","0","0","1","0","30","0","22","MBH","-33.95625","121.02375","2022-11-04",NA,"South-west Corner","Investigator Island","60.2","0"
"2022-11_Investigator_stereo-BRUVs","INV-BV-69","0","5","0","0","0","7","3","1","0","6","0","34","0","12","MBH","-33.95376898","121.0163822","2022-11-04",NA,"Eastern Recherche","Investigator Island","57.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-091","0","0","2","0","0","0","28","0","0","0","0","30","0","0","MBH","-34.36013659","123.5225436","2022-11-21",NA,"Eastern Recherche","Salisbury Island","51.7","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-059","0","0","0","0","0","0","0","0","0","0","0","19","0","19","MBH","-34.3532273","123.5359638","2022-11-21",NA,"Eastern Recherche","Salisbury Island","35.5","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-047","0","4","0","0","0","5","0","0","0","10","0","35","0","16","MBH","-34.31721358","123.4814367","2022-11-21",NA,"Eastern Recherche","Salisbury Island","83","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-022","0","1","0","0","0","1","0","0","0","3","0","33","0","28","MBH","-34.32191272","123.5100899","2022-11-21",NA,"Eastern Recherche","Salisbury Island","81.8","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-056","0","0","0","0","0","1","0","0","0","0","0","31","0","30","MBH","-34.30190728","123.4926449","2022-11-21",NA,"Eastern Recherche","Salisbury Island","80.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-063","0","1","0","0","0","6","0","1","0","3","0","34","0","23","MBH","-34.39273574","123.5255309","2022-11-21",NA,"Eastern Recherche","Salisbury Island","83.5","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-027","0","0","0","0","0","5","0","2","0","1","0","30","0","22","MBH","-34.41246656","123.5395713","2022-11-21",NA,"Eastern Recherche","Salisbury Island","86.1","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-032","0","0","0","0","0","7","0","0","0","4","0","35","0","24","MBH","-34.42764662","123.5610232","2022-11-21",NA,"Eastern Recherche","Salisbury Island","90.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-043","0","0","0","0","0","5","0","1","0","9","0","34","0","19","MBH","-34.43747999","123.5081563","2022-11-21",NA,"Eastern Recherche","Salisbury Island","91.6","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-057","0","0","0","0","0","0","0","0","0","0","0","28","0","28","MBH","-34.45575408","123.6618775","2022-11-22",NA,"Eastern Recherche","Salisbury Island","84.6","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-080","0","0","0","0","0","0","0","0","0","0","0","34","0","34","MBH","-34.46316253","123.6481971","2022-11-22",NA,"Eastern Recherche","Salisbury Island","85.9","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-001","0","0","3","0","0","0","31","0","0","0","0","34","0","0","MBH","-34.46670461","123.6283059","2022-11-22",NA,"Eastern Recherche","Salisbury Island","47.8","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-054","0","0","0","0","0","6","0","0","0","6","0","38","0","26","MBH","-34.47094964","123.5662194","2022-11-22",NA,"Eastern Recherche","Salisbury Island","86.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-083","0","0","0","0","0","0","0","0","0","1","0","34","0","33","MBH","-34.43899483","123.6116742","2022-11-22",NA,"Eastern Recherche","Salisbury Island","81","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-068","0","0","1","0","4","7","0","0","0","4","0","39","0","22","MBH","-34.41095643","123.5949456","2022-11-22",NA,"Eastern Recherche","Salisbury Island","88.8","1"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-013","0","2","0","0","3","5","0","0","0","12","0","36","0","14","MBH","-34.40500309","123.624557","2022-11-22",NA,"Eastern Recherche","Salisbury Island","83.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-049","0","4","0","0","0","1","0","1","0","1","0","28","0","21","MBH","-34.38435333","123.6363099","2022-11-22",NA,"Eastern Recherche","Salisbury Island","82.4","0"
"2022-11_Salisbury_stereo-BRUVs","SAL-BV-026","0","1","0","0","1","7","0","0","0","3","0","36","0","24","MBH","-34.35307209","123.6522622","2022-11-22",NA,"Eastern Recherche","Salisbury Island","79.4","0"
