"","x","y","inclusion.probabilities","ID","DropC"
"210",-1197089.8846029,-3902693.66753,1,2247055,210
"211",-812634.421552904,-3771683.07512053,1,1096555,211
"212",-908748.287315404,-3858924.89173632,1,1863230,212
"213",-668611.490394942,-3713423.28571947,1,584842,213
"214",-932702.820013135,-3917480.41610895,1,2377949,214
"215",-1184964.75076825,-3941730.68377842,1,2590296,215
"216",-800509.28771825,-3810424.35639737,1,1437196,216
"217",-1088850.88500575,-3883470.89437737,1,2078421,217
"218",-704395.42195575,-3752164.56699632,1,925321,218
"219",-1329283.41689779,-3970712.71099316,1,2844608,219
"220",-776554.755020519,-3693904.77759526,1,412877,220
"221",-1257124.08383302,-3912452.92159211,1,2332652,221
"222",-872668.620783019,-3781442.32918263,1,1182152,222
"223",-632531.823862558,-3687398.60822053,1,356164,223
"224",-1383402.91669637,-4022466.33101947,1,3299425,224
"225",-998947.453646365,-3891455.73861,1,2148925,225
"226",-1095061.31940887,-3935224.51440368,1,2533400,226
"227",-1142970.38480433,-3876964.72500263,1,2021038,227
"228",-758514.921754327,-3745658.39762158,1,867938,228
"229",-854628.787516827,-3833195.94920895,1,1637213,229
"230",-686355.588689558,-3726435.62446895,1,699182,230
"231",-1311243.5836316,-3944983.76846579,1,2618469,231
"232",-1215129.7178691,-3886723.97906474,1,2106594,232
"233",-830674.254819096,-3755417.65168368,1,953494,233
"234",-986822.319811712,-3930197.01988684,1,2489566,234
"235",-890708.454049211,-3871937.23048579,1,1977691,235
"236",-1131140.98594125,-3915706.00627947,1,2361678,236
"237",-746685.52289125,-3784695.41387,1,1211178,237
"238",-1035027.12017875,-3896187.49815526,1,2190403,238
"239",-1347323.25016398,-3983725.04974263,1,2958947,239
"240",-722435.255221942,-3706917.11634474,1,527460,240
"241",-1203004.58403444,-3925465.26034158,1,2447235,241
"242",-818549.120984442,-3794454.66793211,1,1296735,242
"243",-809677.071837135,-3823436.69514684,1,1551565,243
"244",-953700.002995096,-3908608.36696158,1,2299878,244
"245",-1170178.0021894,-3894117.35335421,1,2171746,245
"246",-785722.539139404,-3763106.76094474,1,1021246,246
"247",-881836.404901904,-3850348.57756053,1,1787921,247
"248",-641403.873009865,-3704846.97154368,1,509534,248
"249",-1278121.26681498,-3903876.60741632,1,2257181,249
"250",-893665.803764981,-3772866.01500684,1,1106681,250
"251",-749642.872607019,-3685328.46341947,1,337568,251
"252",-1158052.86835475,-3932858.63463105,1,2512387,252
"253",-773597.40530475,-3801848.04222158,1,1361887,253
"254",-1061939.00259225,-3874598.84523,1,2000512,254
"255",-677483.53954225,-3743588.25282053,1,850012,255
"256",-1302371.53448429,-3962136.39681737,1,2769299,256
"257",-917916.071434289,-3831125.80440789,1,1618799,257
"258",-803762.372405596,-3724069.74469632,1,677985,258
"259",-1284331.7012181,-3942617.88869316,1,2597760,259
"260",-899876.238168096,-3811607.29628368,1,1447260,260
"261",-659443.706276058,-3665809.95529526,1,166273,261
"262",-1356195.29931129,-4000877.67809421,1,3109717,262
"263",-971739.836261288,-3869867.08568474,1,1959217,263
"264",-1067853.70202379,-3913635.86147842,1,2343692,264
"265",-1116058.50239083,-3907129.69210368,1,2286329,265
"266",-827716.905103327,-3863360.91631,1,1902504,266
"267",-695523.372808442,-3717563.57532158,1,621151,267
"268",-1320115.6327789,-3936111.71931842,1,2540439,268
"269",-839546.303966404,-3746841.33750789,1,878064,269
"270",-959910.437398212,-3921620.70571105,1,2414257,270
"271",-1007819.50279367,-3887611.18397947,1,2115095,271
"272",-1387838.94127002,-3975148.73556684,1,2883410,272
"273",-762950.946327981,-3698340.80216895,1,451923,273
"274",-1243520.27514048,-3916888.94616579,1,2371698,274
"275",-859064.812090481,-3785582.61878474,1,1218598,275
"276",-691087.348234788,-3678822.29404474,1,280566,276
"277",-931224.14515525,-3882879.42443421,1,2073754,277
"278",-1027338.01091775,-3926648.20022789,1,2458229,278
"279",-799030.612860365,-3737082.08344579,1,792401,279
"280",-1279599.94167287,-3955630.22744263,1,2712176,280
"281",-895144.478622865,-3824619.63503316,1,1561676,281
"282",-655007.681702404,-3730575.91407105,1,735688,282
"283",-871189.945925135,-3759853.67625737,1,992357,283
"284",-727167.014767173,-3672316.12467,1,223244,284
"285",-1189696.51031348,-3920142.03085316,1,2400480,285
"286",-805241.047263481,-3788835.70347211,1,1247380,286
"287",-1093582.64455098,-3900623.52272895,1,2229205,287
"288",-709127.181500981,-3769612.93031947,0.374458287158865,1078705,288
"289",-1333719.44147144,-3988161.07431632,1,2997993,289
"290",-949263.978421442,-3856854.74693526,1,1844893,290
"291",-780990.779594173,-3711353.14091842,1,566262,291
"292",-1261560.10840667,-3929605.54994368,1,2483437,292
"293",-877104.645356673,-3798594.95753421,1,1332937,293
"294",-1369799.10800383,-4026902.35559316,1,3338471,294
"295",-985343.644953827,-3895891.76318368,1,2187971,295
"296",-1081457.51071633,-3939364.80400579,1,2569846,296
"297",-1129662.31108337,-3881105.01460474,1,2057483,297
"298",-745206.848033365,-3750094.42219526,1,906983,298
"299",-841320.713795865,-3837631.97378263,1,1676258,299
"300",-673047.514968596,-3691834.63279421,1,395027,300
"301",-1297639.77493906,-3910382.77679105,1,2314315,301
"302",-913184.311889058,-3779076.44941,1,1161215,302
"303",-1201525.90917656,-3908312.63199,1,2296440,303
"304",-817070.446126558,-3777006.30460895,1,1143340,304
"305",-904312.26274175,-3893525.88341105,1,2167445,305
"306",-1144449.05966221,-3937294.65920474,1,2551433,306
"307",-1048335.19389971,-3879034.86980368,1,2039558,307
"308",-663879.730849711,-3748024.27739421,1,889058,308
"309",-1360927.05885652,-3966572.42139105,1,2808101,309
"310",-736039.063914481,-3728505.76927,1,717214,310
"311",-1216608.39272698,-3947053.91326684,1,2636989,311
"312",-832152.929676981,-3816043.32085737,1,1486489,312
"313",-699959.397382096,-3670245.97986895,1,205136,313
"314",-940391.929274135,-3874303.11025842,1,1998323,314
"315",-1036505.79503663,-3917776.15108053,1,2380198,315
"316",-1156574.19349687,-3898553.37792789,1,2210792,316
"317",-772118.730446865,-3767247.05054684,1,1057692,317
"318",-868232.596209365,-3854784.60213421,1,1826967,318
"319",-627800.064317327,-3708987.26114579,1,545980,319
"320",-946306.628705673,-3913044.39153526,1,2338903,320
"321",-778033.429878404,-3819000.67057316,1,1512672,321
"322",-1066375.0271659,-3892047.20855316,1,2153897,322
"323",-1306807.55905794,-3979289.02516895,0.374458287158865,2920084,323
"324",-922352.096007942,-3848278.43275947,1,1769584,324
"325",-790158.563713058,-3702481.09177105,1,488231,325
"326",-1270727.89252556,-3921029.23576789,1,2408006,326
"327",-886272.429475558,-3790018.64335842,1,1257506,327
"328",-645839.897583519,-3683258.31861842,1,319719,328
"329",-958431.762540327,-3887019.71403632,1,2110062,329
"330",-1054545.62830283,-3930788.48983,1,2494537,330
"331",-1102454.69369829,-3872528.70042895,1,1982175,331
"332",-717999.230648288,-3741518.10801947,1,831675,332
"333",-814113.096410788,-3828759.92463526,1,1598350,333
"334",-717703.495676712,-3721999.59989526,1,660076,334
"335",-862022.16180625,-3751277.36208158,1,916988,335
"336",-982090.560266481,-3926056.73028474,1,2453182,336
"337",-885976.694503981,-3867796.94088368,1,1941307,337
"338",-1126113.49142444,-3911269.98170579,1,2322695,338
"339",-741658.028374442,-3780259.38929632,1,1172195,339
"340",-1029999.62566194,-3905059.54730263,1,2268420,340
"341",-1378671.15715113,-3992301.36391842,1,3034241,341
"342",-753783.162209096,-3715493.43052053,1,602754,342
"343",-1234352.4910216,-3934041.57451737,1,2522529,343
"344",-849897.027971596,-3803030.98210789,1,1372029,344
"345",-922056.361036365,-3900032.05278579,1,2224585,345
"346",-825942.495273865,-3725252.68458263,1,688310,346
"347",-1192358.12505767,-3885541.03917842,1,2096271,347
"348",-807902.662007673,-3754530.44676895,1,945771,348
"349",-904016.527770173,-3841772.26338474,1,1712446,349
"350",-663583.995878135,-3696270.65736789,1,434059,350
"351",-1264517.45812244,-3895300.29324053,1,2181827,351
"352",-880061.995072442,-3763993.96585947,1,1028727,352
"353",-735743.328942904,-3676752.14924368,1,262215,353
"354",-1180232.99122302,-3924282.32045526,1,2436912,354
"355",-795777.528173019,-3793271.72804579,1,1286412,355
"356",-699663.662410519,-3735011.93864474,1,774537,356
"357",-1324551.65735256,-3953560.08264158,1,2693824,357
"358",-771822.995475288,-3734124.73373,1,766493,358
"359",-1252392.32428779,-3952672.87772684,1,2686268,359
"360",-867936.861237788,-3821662.28531737,1,1535768,360
"361",-627504.32934575,-3675864.94432895,1,254781,361
"362",-1387543.20629844,-4010932.66712789,1,3198011,362
"363",-1003087.74324844,-3879922.07471842,1,2047511,363
"364",-1099201.60901094,-3923690.85051211,1,2431986,364
"365",-1147406.40937798,-3904172.34238789,1,2260223,365
"366",-762950.946327981,-3773161.74997842,1,1109723,366
"367",-859064.812090481,-3860403.56659421,1,1876398,367
"368",-690791.613263212,-3714901.96057737,1,597767,368
"369",-1315383.87323367,-3933450.10457421,1,2517055,369
"370",-834814.544421173,-3743883.98779211,1,852080,370
"371",-990962.609413788,-3918663.35599526,1,2388152,371
"372",-894848.743651288,-3899440.58284263,0.374458287158865,2219477,372
"373",-1135281.27554333,-3942913.62366474,1,2600864,373
"374",-1039167.40978083,-3884653.83426368,1,2088989,374
"375",-654711.946730827,-3753643.24185421,0.374458287158865,938489,375
"376",-1351463.53976606,-3972191.38585105,1,2857533,376
"377",-726871.279795596,-3695383.45245316,1,426045,377
"378",-1207440.6086081,-3913931.59645,1,2345820,378
"379",-822985.145558096,-3782921.00404053,1,1195320,379
"380",-708831.446529404,-3688877.28307842,1,368906,380
"381",-948968.243449865,-3892934.41346789,1,2162094,381
