"","x","y","inclusion.probabilities","ID","DropC"
"7271",-836588.954250635,-3759557.94128579,1,989874,7271
"7272",-992737.01924325,-3934337.30948895,1,2525946,7272
"7273",-896623.15348075,-3876077.52008789,1,2014071,7273
"7274",-1136759.95040121,-3919846.29588158,1,2398059,7274
"7275",-752304.487351211,-3788539.96850053,1,1244959,7275
"7276",-1040646.08463871,-3900327.78775737,1,2226784,7276
"7277",-1353237.94959552,-3987865.33934474,1,2995327,7277
"7278",-728349.954653481,-3711057.40594684,1,563840,7278
"7279",-1208919.28346598,-3929605.54994368,1,2483615,7279
"7280",-824463.820415981,-3798299.22256263,1,1330515,7280
"7281",-806423.987149788,-3827576.98474895,1,1587976,7281
"7282",-950742.653279327,-3895596.02821211,1,2185488,7282
"7283",-1046856.51904183,-3939069.06903421,1,2567363,7283
"7284",-1166924.91750206,-3880809.27963316,1,2054757,7284
"7285",-782469.454452058,-3749798.68722368,1,904257,7285
"7286",-878583.320214558,-3837336.23881105,1,1673532,7286
"7287",-638150.788322519,-3691538.89782263,1,392545,7287
"7288",-1274868.18212763,-3908016.89701842,1,2293592,7288
"7289",-890412.719077635,-3776710.56963737,1,1140492,7289
"7290",-746389.787919673,-3689468.75302158,1,373979,7290
"7291",-1154799.7836674,-3936998.92423316,1,2548798,7291
"7292",-770344.320617404,-3805988.33182368,1,1398298,7292
"7293",-1058685.9179049,-3878739.13483211,1,2036923,7293
"7294",-674230.454854904,-3747728.54242263,1,886423,7294
"7295",-1299118.44979694,-3966276.68641947,1,2805710,7295
"7296",-914662.986746942,-3834970.35903842,1,1652610,7296
"7297",-809381.336865558,-3728210.03429842,1,714366,7297
"7298",-1289950.66567806,-3946758.17829526,1,2634141,7298
"7299",-905495.202628058,-3815747.58588579,1,1483641,7299
"7300",-665358.405707596,-3669950.24489737,1,202653,7300
"7301",-1362109.99874283,-4005017.96769632,1,3146097,7301
"7302",-977654.535692827,-3874007.37528684,1,1995597,7302
"7303",-1073768.40145533,-3917480.41610895,1,2377472,7303
"7304",-1121677.46685079,-3898257.64295632,1,2208310,7304
"7305",-737222.003800788,-3766951.31557526,1,1055210,7305
"7306",-833335.869563288,-3854488.86716263,1,1824485,7306
"7307",-701438.072239981,-3708691.52617421,1,543131,7307
"7308",-845461.003397942,-3737969.28836053,1,800044,7308
"7309",-965529.401858173,-3912748.65656368,1,2336238,7309
"7310",-1013734.20222521,-3891751.47358158,1,2151475,7310
"7311",-1380149.83200902,-3978993.29019737,1,2917236,7311
"7312",-755261.837066981,-3702185.35679947,1,485749,7312
"7313",-1235831.16587948,-3920733.50079632,1,2405524,7313
"7314",-851375.702829481,-3789722.90838684,1,1255024,7314
"7315",-683398.238973788,-3682962.58364684,1,316992,7315
"7316",-923535.03589425,-3886723.97906474,1,2107580,7316
"7317",-1019648.90165675,-3930492.75485842,1,2492055,7317
"7318",-1175796.96664937,-3872232.96545737,1,1979327,7318
"7319",-791341.503599365,-3741222.37304789,1,828827,7319
"7320",-1271910.83241187,-3959770.51704474,1,2748602,7320
"7321",-887455.369361865,-3828464.18966368,1,1595502,7321
"7322",-647318.572441404,-3721703.86492368,1,657714,7322
"7323",-863500.836664135,-3750981.62711,1,914383,7323
"7324",-719477.905506173,-3663444.07552263,1,145270,7324
"7325",-1197681.35454606,-3911269.98170579,1,2322453,7325
"7326",-813225.891496058,-3779963.65432474,1,1169353,7326
"7327",-1101567.48878356,-3904763.81233105,1,2265578,7327
"7328",-717112.025733558,-3773457.48495,0.374458287158865,1112478,7328
"7329",-1341704.28570402,-3992005.62894684,1,3031766,7329
"7330",-957248.822654019,-3860995.03653737,1,1881266,7330
"7331",-789271.358798327,-3715197.69554895,1,600034,7331
"7332",-1269840.68761083,-3933745.83954579,1,2519809,7332
"7333",-885385.224560827,-3802735.24713632,1,1369309,7333
"7334",-1377783.9522364,-4031042.64519526,1,3374844,7334
"7335",-993328.489186404,-3899736.31781421,1,2221744,7335
"7336",-1089442.3549489,-3943505.09360789,1,2606219,7336
"7337",-1137647.15531594,-3885245.30420684,1,2093856,7337
"7338",-753191.692265942,-3754234.71179737,1,943356,7338
"7339",-849305.558028442,-3841476.52841316,1,1710031,7339
"7340",-681032.359201173,-3695974.92239632,1,431400,7340
"7341",-1305920.35414321,-3914227.33142158,1,2348087,7341
"7342",-1209806.48838071,-3895004.55826895,1,2179412,7342
"7343",-825351.025330712,-3763698.23088789,1,1026312,7343
"7344",-999538.923589519,-3938773.33406263,1,2564923,7344
"7345",-903425.057827019,-3880513.54466158,1,2053048,7345
"7346",-1143561.85474748,-3923986.58548368,1,2434436,7346
"7347",-759106.391697481,-3792975.99307421,1,1283936,7347
"7348",-1047447.98898498,-3865726.79608263,1,1922561,7348
"7349",-662992.525934981,-3734716.20367316,1,772061,7349
"7350",-735151.85899975,-3734124.73373,1,766617,7350
"7351",-831265.72476225,-3821366.55034579,1,1533292,7351
"7352",-699072.192467365,-3675569.20935737,1,251939,7352
"7353",-939208.989387827,-3879626.33974684,1,2045127,7353
"7354",-1035322.85515033,-3923395.11554053,1,2429602,7354
"7355",-1155686.98858213,-3903876.60741632,1,2257595,7355
"7356",-771231.525532135,-3772866.01500684,1,1107095,7356
"7357",-867345.391294635,-3860107.83162263,1,1873770,7357
"7358",-626912.859402596,-3714606.22560579,1,595383,7358
"7359",-954291.47293825,-3918367.62102368,1,2385676,7359
"7360",-1170769.47213256,-3942913.62366474,1,2600744,7360
"7361",-786314.009082558,-3811607.29628368,1,1447644,7361
"7362",-1074655.60637006,-3884653.83426368,1,2088869,7362
"7363",-690200.143320058,-3753347.50688263,1,935769,7363
"7364",-1314792.40329052,-3971895.65087947,1,2855057,7364
"7365",-930336.940240519,-3840885.05847,1,1704557,7365
"7366",-1278712.73675813,-3913635.86147842,1,2342979,7366
"7367",-894257.273708135,-3782625.26906895,1,1192479,7367
"7368",-654120.476787673,-3688581.54810684,1,366491,7368
"7369",-966416.606772904,-3892638.67849632,1,2159435,7369
"7370",-1062530.4725354,-3936407.45429,1,2543910,7370
"7371",-1110439.53793087,-3878147.66488895,1,2031548,7371
"7372",-725984.074880865,-3746841.33750789,1,878448,7372
"7373",-822097.940643365,-3834378.88909526,1,1647723,7373
"7374",-707944.241614673,-3727618.56435526,1,709509,7374
"7375",-852262.907744211,-3756600.59157,1,963821,7375
"7376",-972331.306204442,-3931379.95977316,1,2500015,7376
"7377",-876217.440441942,-3873120.17037211,1,1988140,7377
"7378",-1116649.97233398,-3916888.94616579,1,2372127,7378
"7379",-1020536.10657148,-3897370.43804158,1,2200852,7379
"7380",-1368911.9030891,-3984907.98962895,1,2969274,7380
"7381",-744023.908147058,-3708100.05623105,1,537787,7381
"7382",-1224593.23695956,-3926648.20022789,1,2457562,7382
"7383",-840137.773909558,-3795637.60781842,1,1307062,7383
"7384",-912297.106974327,-3905651.01724579,1,2274018,7384
"7385",-816183.241211827,-3730871.64904263,1,737743,7385
"7386",-1196202.67968817,-3890864.26866684,1,2143058,7386
"7387",-811747.216638173,-3759853.67625737,1,992558,7387
"7388",-667428.550508635,-3701593.88685632,1,480846,7388
"7389",-1268362.01275294,-3900623.52272895,1,2228614,7389
"7390",-883906.549702942,-3769612.93031947,1,1078114,7390
"7391",-739587.883573404,-3682075.37873211,1,309002,7391
"7392",-1184077.54585352,-3929901.28491526,1,2486299,7392
"7393",-799622.082803519,-3798594.95753421,1,1333199,7393
"7394",-703508.217041019,-3740335.16813316,1,821324,7394
"7395",-1328396.21198306,-3958883.31213,1,2740611,7395
"7396",-775667.550105788,-3721112.39498053,1,652080,7396
"7397",-1256236.87891829,-3939660.53897737,1,2571855,7397
"7398",-871781.415868288,-3808354.21159632,1,1418755,7398
"7399",-631348.88397625,-3662852.60557947,1,140368,7399
"7400",-1382515.71178163,-3997920.32837842,1,3083628,7400
"7401",-998060.248731635,-3866614.00099737,1,1930528,7401
"7402",-1094174.11449413,-3910382.77679105,1,2315003,7402
"7403",-1142083.1798896,-3908312.63199,1,2296641,7403
"7404",-757627.716839596,-3777006.30460895,1,1143541,7404
"7405",-853741.582602096,-3864543.85619632,1,1912816,7405
"7406",-685468.383774827,-3718746.51520789,1,631585,7406
"7407",-1310356.37871687,-3937294.65920474,1,2550872,7407
"7408",-829787.049904365,-3748024.27739421,1,888497,7408
"7409",-985935.114896981,-3922803.64559737,1,2424569,7409
"7410",-1033844.18029244,-3888794.12386579,1,2125407,7410
"7411",-649388.717242442,-3757783.53145632,0.374458287158865,974907,7411
"7412",-1346436.04524925,-3976331.67545316,1,2893950,7412
"7413",-721548.050307211,-3699523.74205526,1,462463,7413
"7414",-1202117.37911971,-3918071.88605211,1,2382238,7414
"7415",-817661.916069712,-3786765.55867105,1,1229138,7415
"7416",-712676.001159904,-3680005.23393105,1,290893,7416
"7417",-952812.798080365,-3884062.36432053,1,2084081,7417
"7418",-1048926.66384287,-3927535.40514263,1,2465956,7418
"7419",-784539.599253096,-3738265.02333211,1,802850,7419
"7420",-1265108.9280656,-3956813.16732895,1,2722625,7420
"7421",-880653.465015596,-3825802.57491947,1,1572125,7421
"7422",-640516.668095135,-3731758.85395737,1,746137,7422
"7423",-892778.59885025,-3761036.61614368,1,1002684,7423
"7424",-748755.667692288,-3673499.06455632,1,233571,7424
"7425",-1157165.66344002,-3921324.97073947,1,2410990,7425
"7426",-772710.200390019,-3790018.64335842,1,1257890,7426
"7427",-1061051.79767752,-3901806.46261526,1,2239715,7427
"7428",-916733.131547981,-3858037.68682158,1,1855403,7428
"7429",-802579.432519289,-3712536.08080474,1,576589,7429
"7430",-1283148.76133179,-3930788.48983,1,2493764,7430
"7431",-898693.298281788,-3799777.89742053,1,1343264,7431
"7432",-970852.631346558,-3897074.70307,1,2198420,7432
"7433",-1066966.49710906,-3940547.74389211,1,2580295,7433
"7434",-1115171.2974761,-3882287.95449105,1,2067932,7434
"7435",-730715.834426096,-3751277.36208158,1,917432,7435
"7436",-826829.700188596,-3838519.17869737,1,1684107,7436
"7437",-694636.167893711,-3693017.57268053,1,405354,7437
"7438",-1223114.56210167,-3905059.54730263,1,2267767,7438
"7439",-838659.099051673,-3774048.95489316,1,1117267,7439
"7440",-766499.765986904,-3686511.40330579,1,347911,7440
"7441",-1103046.16364144,-3934041.57451737,1,2522973,7441
"7442",-1006932.29787894,-3875781.78511632,1,2011098,7442
"7443",-622476.834828942,-3744771.19270684,1,860598,7443
"7444",-765612.561072173,-3725252.68458263,1,688514,7444
"7445",-1246181.88988467,-3943800.82857947,1,2608289,7445
"7446",-861726.426834673,-3812790.23617,1,1457789,7446
"7447",-693453.228007404,-3666992.89518158,1,176558,7447
"7448",-933590.024927865,-3871050.02557105,1,1969746,7448
"7449",-1029703.89069037,-3914818.80136474,1,2354221,7449
"7450",-1186147.69065456,-3895300.29324053,1,2182092,7450
"7451",-801692.227604558,-3764289.70083105,1,1031592,7451
"7452",-897806.093367058,-3851531.51744684,1,1798267,7452
"7453",-657373.561475019,-3706029.91143,1,519880,7453
"7454",-921760.626064788,-3909791.30684789,1,2310386,7454
"7455",-807606.927036096,-3820183.61045947,1,1522972,7455
"7456",-1095948.5243236,-3893230.14843947,1,2164197,7456
"7457",-711493.061273596,-3761923.82105842,1,1011097,7457
"7458",-1336085.32124406,-3980471.96505526,1,2930385,7458
"7459",-783652.394338365,-3703664.03165737,1,498653,7459
"7460",-1264221.72315087,-3922212.17565421,1,2418428,7460
"7461",-879766.260100865,-3791201.58324474,1,1267928,7461
"7462",-639333.728208827,-3684441.25850474,1,330141,7462
"7463",-1372164.98777644,-4019508.98130368,1,3273463,7463
"7464",-987709.524726442,-3888202.65392263,1,2120363,7464
"7465",-1083823.39048894,-3931971.42971632,1,2504838,7465
"7466",-1132028.19085598,-3873711.64031526,1,1992475,7466
"7467",-747572.727805981,-3742701.04790579,1,841975,7467
"7468",-843686.593568481,-3829942.86452158,1,1608650,7468
"7469",-675413.394741212,-3723182.53978158,1,670619,7469
"7470",-1300005.65471167,-3941730.68377842,1,2589907,7470
"7471",-915550.191661673,-3810720.09136895,1,1439407,7471
"7472",-1203891.78894917,-3883470.89437737,1,2078032,7472
"7473",-819436.325899173,-3752460.30196789,1,927532,7473
"7474",-1002792.00827687,-3927239.67017105,1,2463512,7474
"7475",-906678.142514365,-3868979.88077,1,1951637,7475
"7476",-1147110.6744064,-3912452.92159211,1,2333024,7476
"7477",-762655.211356404,-3781442.32918263,1,1182524,7477
"7478",-1050996.8086439,-3906242.48718895,1,2278749,7478
"7479",-1363292.93862913,-3993484.30380474,1,3044693,7479
"7480",-978837.475579135,-3862473.71139526,1,1894193,7480
"7481",-738404.943687096,-3716676.37040684,1,613206,7481
"7482",-1218974.2724996,-3935224.51440368,1,2532981,7482
"7483",-834518.809449596,-3804213.92199421,1,1382481,7483
"7484",-798439.142917212,-3833195.94920895,1,1637403,7484
"7485",-942757.80904675,-3901214.99267211,1,2234915,7485
"7486",-1038871.67480925,-3944983.76846579,1,2619390,7486
"7487",-1158940.07326948,-3886723.97906474,1,2106784,7487
"7488",-774484.610219481,-3755713.38665526,1,956284,7488
"7489",-870598.475981981,-3842955.20327105,1,1722959,7489
"7490",-630461.679061519,-3697157.86228263,1,441971,7490
"7491",-1285218.90613283,-3896483.23312684,1,2192157,7491
"7492",-900763.443082827,-3765176.90574579,1,1039057,7492
"7493",-756444.776953288,-3677935.08913,1,272545,7493
"7494",-1164854.77270102,-3925465.26034158,1,2447364,7494
"7495",-780399.309651019,-3794454.66793211,1,1296864,7495
"7496",-684285.443888519,-3736194.87853105,1,784989,7496
"7497",-1309173.43883056,-3954743.02252789,1,2704276,7497
"7498",-924717.975780558,-3823436.69514684,1,1551176,7498
"7499",-792524.443485673,-3729688.70915632,1,727423,7499
"7500",-1273093.77229817,-3948236.85315316,1,2647198,7500
"7501",-888638.309248173,-3816930.52577211,1,1494098,7501
"7502",-648501.512327712,-3671428.91975526,1,215710,7502
"7503",-1345253.10536294,-4006496.64255421,0.374458287158865,3159154,7503
"7504",-960797.642312942,-3875486.05014474,1,2008654,7504
"7505",-1056911.50807544,-3918959.09096684,1,2390529,7505
"7506",-1104820.5734709,-3899736.31781421,1,2221367,7506
"7507",-816478.976183404,-3855967.54202053,1,1837542,7507
"7508",-715929.08584725,-3710170.20103211,1,556082,7508
"7509",-980316.150437019,-3914227.33142158,1,2349188,7509
"7510",-1124339.08159498,-3938477.59909105,1,2561901,7510
"7511",-1028225.21583248,-3880217.80969,1,2050026,7511
"7512",-643769.752782481,-3749207.21728053,1,899526,7512
"7513",-1376601.0123501,-3967755.36127737,1,2818448,7513
"7514",-752008.752379635,-3690947.42787947,1,386960,7514
"7515",-1232578.08119213,-3909199.83690474,1,2304135,7515
"7516",-848122.618142135,-3778189.24449526,1,1153635,7516
"7517",-679849.419314865,-3690651.69290789,1,384604,7517
"7518",-920281.951206904,-3894413.08832579,1,2175191,7518
"7519",-824168.085444404,-3719633.72012263,1,638916,7519
"7520",-1016395.8169694,-3938181.86411947,1,2559666,7520
"7521",-1190583.71522821,-3879922.07471842,1,2046877,7521
"7522",-806128.252178212,-3748911.48230895,1,896377,7522
"7523",-1286697.58099071,-3967459.62630579,1,2816152,7523
"7524",-902242.117940712,-3836153.29892474,1,1663052,7524
"7525",-661809.586048673,-3729392.97418474,1,725265,7525
"7526",-878287.585242981,-3758670.73637105,1,981933,7526
"7527",-733968.919113442,-3671133.18478368,1,212821,7527
"7528",-1178458.58139356,-3918663.35599526,1,2387518,7528
"7529",-794003.118343558,-3787652.76358579,1,1237018,7529
"7530",-1082344.71563106,-3899440.58284263,1,2218843,7530
"7531",-697889.252581058,-3768134.25546158,0.374458287158865,1065743,7531
"7532",-1322777.2475231,-3986682.39945842,1,2985030,7532
"7533",-938321.784473096,-3855671.80704895,1,1834530,7533
"7534",-770048.585645827,-3709874.46606053,1,553299,7534
"7535",-1250617.91445833,-3928422.61005737,1,2473074,7535
"7536",-866162.451408327,-3797412.01764789,1,1322574,7536
"7537",-1385768.79646898,-4038731.75445632,1,3442417,7537
"7538",-1001313.33341898,-3907425.42707526,1,2289317,7538
"7539",-1145336.26457694,-3892934.41346789,1,2161430,7539
"7540",-760880.801526942,-3761923.82105842,1,1010930,7540
"7541",-856994.667289442,-3849165.63767421,1,1777605,7541
"7542",-689017.20343375,-3703664.03165737,1,498973,7542
"7543",-1313609.46340421,-3921916.44068263,1,2415661,7543
"7544",-1217495.59764171,-3902693.66753,1,2246986,7544
"7545",-833040.134591712,-3771387.34014895,1,1093886,7545
"7546",-893074.333821827,-3888202.65392263,1,2120683,7546
"7547",-1133506.86571387,-3931675.69474474,1,2502070,7547
"7548",-1037392.99995137,-3873415.90534368,1,1990195,7548
"7549",-652937.536901365,-3742405.31293421,1,839695,7549
"7550",-725096.869966135,-3722886.80481,1,667851,7550
"7551",-1205666.19877863,-3941434.94880684,1,2587626,7551
"7552",-821210.735728635,-3810424.35639737,1,1437126,7552
"7553",-803170.902462442,-3839406.38361211,1,1691987,7553
"7554",-707057.036699942,-3664627.01540895,1,155712,7554
"7555",-947193.833620404,-3868684.14579842,1,1948900,7555
"7556",-1043307.6993829,-3912452.92159211,1,2333375,7556
"7557",-1163376.09784313,-3905946.75221737,1,2275769,7557
"7558",-778920.634793135,-3774640.42483632,1,1122669,7558
"7559",-875034.500555635,-3862177.97642368,1,1891944,7559
"7560",-634897.703635173,-3716380.63543526,1,610956,7560
"7561",-935364.434757327,-3920437.76582474,1,2403940,7561
"7562",-1151546.69898006,-3944688.03349421,1,2616409,7562
"7563",-767091.235930058,-3813677.44108474,0.374458287158865,1465909,7563
"7564",-1055432.83321756,-3886428.24409316,1,2104534,7564
"7565",-911114.167088019,-3842659.46829947,1,1720222,7565
"7566",-1293499.48533698,-3915706.00627947,1,2361129,7566
"7567",-909044.022286981,-3784399.67889842,1,1208029,7567
"7568",-668611.490394942,-3677639.35415842,1,270242,7568
"7569",-1365363.08343017,-4012707.07695737,1,3213686,7569
"7570",-980907.620380173,-3881696.48454789,1,2063186,7570
"7571",-1077021.48614267,-3925169.52537,1,2445061,7571
"7572",-740770.823459712,-3735899.14355947,1,782198,7572
"7573",-836884.689222211,-3823436.69514684,1,1551473,7573
"7574",-704691.156927327,-3733828.99875842,1,764120,7574
"7575",-1329579.15186937,-3952377.14275526,1,2683407,7575
"7576",-1233465.28610687,-3894117.35335421,1,2171532,7576
"7577",-849009.823056865,-3762811.02597316,1,1018432,7577
"7578",-969078.221517096,-3937590.39417632,1,2554626,7578
"7579",-872964.355754596,-3879330.60477526,1,2042751,7579
"7580",-1113101.15267506,-3923099.38056895,1,2426739,7580
"7581",-1016987.28691256,-3903580.87244474,1,2255464,7581
"7582",-1383402.91669637,-3991118.42403211,1,3023825,7582
"7583",-758810.656725904,-3714310.49063421,1,592337,7583
"7584",-1239379.9855384,-3932858.63463105,1,2512112,7584
"7585",-854924.522488404,-3801848.04222158,1,1361612,7585
"7586",-782765.189423635,-3830830.06943632,0.374458287158865,1616656,7586
"7587",-927083.855553173,-3898849.11289947,1,2214168,7587
"7588",-830969.989790673,-3724069.74469632,1,677893,7588
"7589",-1179345.78630829,-3884358.09929211,1,2085915,7589
"7590",-794890.323258288,-3753051.77191105,1,932815,7590
"7591",-891004.189020789,-3840589.32349842,1,1702090,7591
"7592",-650571.65712875,-3694791.98251,1,421103,7592
"7593",-1251209.38440148,-3906833.95713211,1,2283272,7593
"7594",-866753.921351481,-3775823.36472263,1,1132772,7594
"7595",-722730.990193519,-3688285.81313526,1,363659,7595
"7596",-1194132.53488713,-3936111.71931842,1,2540865,7596
"7597",-809677.071837135,-3805101.12690895,1,1390365,7597
"7598",-1098018.66912463,-3877851.92991737,1,2028990,7598
"7599",-713563.206074635,-3746841.33750789,1,878490,7599
"7600",-1338451.20101667,-3965093.74653316,1,2795177,7600
"7601",-785722.539139404,-3727322.82938368,1,706646,7601
"7602",-1266291.8679519,-3945870.97338053,1,2626421,7602
"7603",-881836.404901904,-3814564.64599947,1,1473321,7603
"7604",-641699.607981442,-3669063.03998263,1,194933,7604
"7605",-1374530.86754906,-4004130.76278158,1,3138255,7605
"7606",-990075.404499058,-3872824.43540053,1,1985155,7606
"7607",-1086189.27026156,-3916593.21119421,1,2369630,7607
"7608",-1134098.33565702,-3897370.43804158,1,2200468,7608
"7609",-749642.872607019,-3766064.11066053,1,1047368,7609
"7610",-845756.738369519,-3853601.66224789,1,1816643,7610
"7611",-677779.274513827,-3707804.32125947,1,535411,7611
"7612",-1302371.53448429,-3926352.46525632,1,2454699,7612
"7613",-917916.071434289,-3795341.87284684,1,1304199,7613
"7614",-821802.205671788,-3737082.08344579,1,792324,7614
"7615",-995990.103930596,-3911861.45164895,1,2328335,7615
"7616",-1044194.90429763,-3890864.26866684,1,2143572,7616
"7617",-659739.441247635,-3759557.94128579,0.374458287158865,990472,7617
"7618",-1356491.03428287,-3978106.08528263,1,2909516,7618
"7619",-731603.039340827,-3701298.15188474,1,478029,7619
"7620",-1212172.36815333,-3919846.29588158,1,2397804,7620
"7621",-827716.905103327,-3788835.70347211,1,1247304,7621
"7622",-695819.107780019,-3682075.37873211,1,309150,7622
"7623",-935955.904700481,-3885836.77415,1,2099738,7623
"7624",-1032069.77046298,-3929605.54994368,1,2484213,7624
"7625",-1152138.16892321,-3871345.76054263,1,1971607,7625
"7626",-767682.705873211,-3740335.16813316,1,821107,7626
"7627",-863796.571635711,-3827576.98474895,1,1587782,7627
"7628",-623659.77471525,-3720816.66000895,1,649994,7628
"7629",-955474.412824558,-3924873.79039842,1,2442872,7629
"7630",-859360.547062058,-3866614.00099737,1,1930997,7630
"7631",-1171656.67704729,-3910087.04181947,1,2312141,7631
"7632",-787201.213997288,-3779076.44941,1,1161641,7632
"7633",-1075542.81128479,-3908016.89701842,1,2294266,7633
"7634",-931519.880126827,-3864248.12122474,1,1909953,7634
"7635",-799326.347831942,-3718746.51520789,1,631200,7635
"7636",-1279895.67664444,-3937294.65920474,1,2550975,7636
"7637",-895440.213594442,-3805988.33182368,1,1397875,7637
"7638",-655007.681702404,-3660486.72580684,1,119488,7638
"7639",-967599.546659212,-3903285.13747316,1,2253031,7639
"7640",-1063713.41242171,-3946758.17829526,1,2634906,7640
"7641",-1111622.47781717,-3888498.38889421,1,2122544,7641
"7642",-727167.014767173,-3757487.79648474,1,972044,7642
"7643",-823280.880529673,-3845025.34807211,1,1741319,7643
"7644",-709127.181500981,-3699228.00708368,1,459905,7644
"7645",-1237901.31068052,-3898257.64295632,1,2207917,7645
"7646",-853445.847630519,-3767247.05054684,1,1057417,7646
"7647",-877400.38032825,-3883766.62934895,1,2081736,7647
"7648",-1117832.91222029,-3927535.40514263,1,2465723,7648
"7649",-1021719.04645779,-3869275.61574158,1,1953848,7649
"7650",-637263.583407788,-3737969.28836053,1,800748,7650
"7651",-745206.848033365,-3731463.11898579,1,743183,7651
"7652",-1225776.17684587,-3950011.26298263,1,2662958,7652
"7653",-841320.713795865,-3819000.67057316,1,1512458,7653
"7654",-673047.514968596,-3673203.32958474,1,231227,7654
"7655",-913480.046860635,-3877260.45997421,1,2024414,7655
"7656",-1009593.91262313,-3921029.23576789,1,2408889,7656
"7657",-1192653.86002925,-3901510.72764368,1,2236670,7657
"7658",-808198.39697925,-3770500.13523421,1,1086170,7658
"7659",-904312.26274175,-3857741.95185,1,1852845,7659
"7660",-664175.465821288,-3712240.34583316,1,574457,7660
"7661",-928562.530411058,-3916001.74125105,1,2364963,7661
"7662",-1180824.46116617,-3940252.00892053,1,2577310,7662
"7663",-796368.998116173,-3809241.41651105,1,1426810,7663
"7664",-1084710.59540367,-3881992.21951947,1,2065435,7664
"7665",-700255.132353673,-3750981.62711,1,914935,7665
"7666",-1324847.39232413,-3969529.77110684,1,2834223,7666
"7667",-940391.929274135,-3838519.17869737,1,1683723,7667
"7668",-772414.465418442,-3692721.83770895,1,402491,7668
"7669",-1252983.79423094,-3911269.98170579,1,2322266,7669
"7670",-868528.331180942,-3780259.38929632,1,1171766,7670
"7671",-1300892.8596264,-3904763.81233105,1,2264904,7671
"7672",-628095.799288904,-3686215.66833421,1,345779,7672
"7673",-1378966.89212271,-4021283.39113316,1,3289040,7673
"7674",-994511.429072712,-3890272.79872368,1,2138540,7674
"7675",-1090625.29483521,-3934041.57451737,1,2523015,7675
"7676",-1138830.09520225,-3875781.78511632,1,2010652,7676
"7677",-754374.63215225,-3744475.45773526,1,857552,7677
"7678",-850488.49791475,-3832013.00932263,1,1626827,7678
"7679",-682215.299087481,-3725252.68458263,1,688796,7679
"7680",-1306807.55905794,-3943505.09360789,1,2605484,7680
"7681",-922352.096007942,-3812494.50119842,1,1454984,7681
"7682",-1210693.69329544,-3885245.30420684,1,2093609,7682
"7683",-826238.230245442,-3754234.71179737,1,943109,7683
"7684",-982386.295238058,-3929014.08000053,1,2479181,7684
"7685",-886272.429475558,-3870754.29059947,1,1967306,7685
"7686",-1126704.9613676,-3914523.06639316,1,2351293,7686
"7687",-742249.498317596,-3783512.47398368,1,1200793,7687
"7688",-1030591.0956051,-3895004.55826895,1,2180018,7688
"7689",-1342887.22559033,-3982542.10985632,1,2948562,7689
"7690",-718294.965619865,-3705734.17645842,1,517074,7690
"7691",-1198864.29443237,-3924282.32045526,1,2436849,7691
"7692",-814408.831382365,-3792975.99307421,1,1283749,7692
"7693",-813817.361439212,-3822253.75526053,1,1541151,7693
"7694",-957840.292597173,-3908904.10193316,1,2302464,7694
"7695",-1174318.29179148,-3894413.08832579,1,2174332,7695
"7696",-789862.828741481,-3763106.76094474,1,1021232,7696
"7697",-885976.694503981,-3850644.31253211,1,1790507,7697
"7698",-645544.162611942,-3704846.97154368,1,509520,7698
"7699",-1282261.55641706,-3904172.34238789,1,2259767,7699
"7700",-897806.093367058,-3772866.01500684,1,1106667,7700
"7701",-753783.162209096,-3685624.19839105,1,340154,7701
"7702",-1162193.15795683,-3933154.36960263,1,2514973,7702
"7703",-777737.694906827,-3802143.77719316,1,1364473,7703
"7704",-1066079.29219433,-3874894.58020158,1,2003098,7704
"7705",-681623.829144327,-3743883.98779211,1,852598,7705
"7706",-1306216.08911479,-3962432.13178895,1,2771886,7706
"7707",-921760.626064788,-3831125.80440789,1,1618786,7707
"7708",-807902.662007673,-3724365.47966789,1,680571,7708
"7709",-1288471.99082017,-3942913.62366474,1,2600346,7709
"7710",-904016.527770173,-3811903.03125526,1,1449846,7710
"7711",-663583.995878135,-3666105.69026684,1,168859,7711
"7712",-1360335.58891337,-4001173.41306579,1,3112303,7712
"7713",-975880.125863365,-3870162.82065632,1,1961803,7713
"7714",-1071993.99162587,-3913635.86147842,1,2343678,7714
"7715",-1120198.7919929,-3907425.42707526,1,2288915,7715
"7716",-735743.328942904,-3776119.09969421,1,1135815,7716
"7717",-831857.194705404,-3863656.65128158,1,1905090,7717
"7718",-699663.662410519,-3717859.31029316,1,623737,7718
"7719",-1324255.92238098,-3936407.45429,1,2543025,7719
"7720",-843686.593568481,-3747137.07247947,1,880650,7720
"7721",-964050.727000288,-3921916.44068263,1,2416843,7721
"7722",-1011959.79239575,-3887906.91895105,1,2117681,7722
"7723",-1387543.20629844,-3975148.73556684,1,2883411,7723
"7724",-762655.211356404,-3698636.53714053,1,454524,7724
"7725",-1243224.5401689,-3916888.94616579,1,2371699,7725
"7726",-858769.077118904,-3785878.35375632,1,1221199,7726
"7727",-690495.878291635,-3679118.02901632,1,283168,7727
"7728",-930928.410183673,-3882879.42443421,1,2073755,7728
"7729",-1027042.27594617,-3926648.20022789,1,2458230,7729
"7730",-798734.877888788,-3737377.81841737,1,795002,7730
"7731",-1279304.20670129,-3955925.96241421,1,2714777,7731
"7732",-894848.743651288,-3824619.63503316,1,1561677,7732
"7733",-654711.946730827,-3730871.64904263,1,738289,7733
