"x","y","inclusion.probabilities","ID","DropC","sample"
114.98137207,-33.296188965,0.213541666666667,143,1,"ST01"
114.99637207,-33.303688965,0.0756457564575646,215,2,"ST02"
114.97137207,-33.311188965,0.213541666666667,271,3,"ST03"
115.00637207,-33.336188965,0.0756457564575646,505,4,"ST04"
114.96137207,-33.316188965,1,311,5,"ST05"
114.96637207,-33.288688965,0.213541666666667,71,6,"ST06"
