System #,North top camera,North top card,North bottom camera,North bottom card,East top camera,East top card,East bottom camera,East bottom card,South top camera,South top card,South bottom camera,South bottom card,West top camera,West top card,West bottom camera,West bottom card,Downwards camera,Downwards card,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
Baby BOSS,001,220,002,208,003,218,004,216,005,203,006,207,009,233,008,226,,,1,02e5bd32-a578-41ba-b1ed-004db0748107,3/12/2023 9:56:11 AM,Claude.Spencer_UWA,3/12/2023 9:56:11 AM,Claude.Spencer_UWA,115.167410000178,-34.3538416663221
,001,228,002,239,003,247,004,229,005,209,006,205,009,240,008,204,,,2,168e4580-fa2b-4383-9dc9-e764d2f72fc8,3/13/2023 10:23:41 PM,Claude.Spencer_UWA,3/13/2023 10:23:41 PM,Claude.Spencer_UWA,115.025631666595,-34.2195116667552
Baby BOSS,001,242,002,223,003,214,004,225,005,230,006,215,009,221,008,237,,,3,c8c79cc9-6afc-48c5-8f2d-802977d70477,3/18/2023 9:56:59 PM,Claude.Spencer_UWA,3/18/2023 9:56:59 PM,Claude.Spencer_UWA,115.025334999769,-34.2195216664242
